zipcode,pop_0_5,pop_5_12,pop_0_12,avg_income,employment_rate,total_existing_slots,num_existing_facilities,high_demand,desert_threshold,age_0_5_requirement,is_desert,current_coverage_ratio
11003,2672.0,3579.0,6251.0,62972.83702213279,0.52299273913501,2399.0,49.0,0,2062.83,1781.3333333333333,0,0.383778595424732
11004,894.0,1086.0,1980.0,76746.32352941176,0.4330658514838874,427.0,2.0,0,653.4,596.0,1,0.21565656565656566
11005,0.0,0.0,0.0,121318.49315068494,0.671264367816092,0.0,0.0,1,0.0,0.0,1,
11010,1458.0,2418.0,3876.0,83041.89085318986,0.5052230981321114,282.0,9.0,0,1279.0800000000002,972.0,1,0.07275541795665634
11020,182.0,586.0,768.0,100918.5303514377,0.5093572009764036,142.0,2.0,0,253.44,121.33333333333333,1,0.18489583333333334
11021,937.0,1732.0,2669.0,105467.92849631966,0.4846353768536921,202.0,3.0,0,880.7700000000001,624.6666666666666,1,0.07568377669539153
11023,753.0,1674.0,2427.0,103758.74125874128,0.4423136405815032,355.0,5.0,0,800.9100000000001,502.0,1,0.14627111660486197
11024,855.0,1340.0,2195.0,98961.4243323442,0.3701263042284459,552.0,5.0,0,724.35,570.0,1,0.25148063781321184
11030,718.0,2150.0,2868.0,124556.0488346282,0.5248136067101584,689.0,7.0,0,946.44,478.66666666666663,1,0.2402370990237099
11040,1947.0,3551.0,5498.0,93346.32516703788,0.5327479829140959,1220.0,10.0,0,1814.3400000000001,1298.0,1,0.22189887231720626
11042,0.0,0.0,0.0,121250.0,0.99,282.0,1.0,1,0.0,0.0,0,inf
11050,1928.0,3867.0,5795.0,104821.54551407987,0.4783834586466165,1928.0,21.0,0,1912.3500000000001,1285.3333333333333,0,0.33270060396893875
11096,892.0,1127.0,2019.0,48554.21686746989,0.4337827950245636,349.0,10.0,1,1009.5,594.6666666666666,1,0.1728578504210005
11101,2111.0,2003.0,4114.0,91603.38785046728,0.7491467078969631,1616.0,16.0,1,2057.0,1407.3333333333333,1,0.3928050559066602
11102,1373.0,1395.0,2768.0,67476.42744892614,0.7052347704015663,1390.0,17.0,1,1384.0,915.3333333333333,0,0.5021676300578035
11103,1502.0,1588.0,3090.0,63495.96570852244,0.570614640883978,524.0,9.0,0,1019.7,1001.3333333333333,1,0.16957928802588998
11104,1769.0,1814.0,3583.0,66906.22861054073,0.5423363896209956,1229.0,10.0,0,1182.39,1179.3333333333333,0,0.3430086519676249
11105,2103.0,2585.0,4688.0,68860.90814196243,0.494375064506141,830.0,8.0,0,1547.04,1402.0,1,0.17704778156996587
11106,1948.0,2452.0,4400.0,66533.1940575673,0.5358475546047067,1519.0,26.0,0,1452.0,1298.6666666666665,0,0.3452272727272727
11109,878.0,533.0,1411.0,133892.85714285713,0.4807692307692308,89.0,1.0,0,465.63,585.3333333333333,1,0.06307583274273565
11201,4950.0,5011.0,9961.0,117507.86388332857,0.5013260698157839,1957.0,30.0,0,3287.13,3300.0,1,0.1964662182511796
11203,4037.0,6312.0,10349.0,50698.51913942442,0.4558887218811301,3405.0,78.0,1,5174.5,2691.333333333333,1,0.32901729635713595
11204,7209.0,10813.0,18022.0,51748.09830310123,0.4242010549177785,3192.0,50.0,1,9011.0,4806.0,1,0.17711685717456443
11205,4751.0,6785.0,11536.0,72222.22222222222,0.3720264711142908,918.0,20.0,0,3806.88,3167.333333333333,1,0.07957697642163662
11206,7202.0,10736.0,17938.0,51560.84305408271,0.4193487420649479,3233.0,57.0,1,8969.0,4801.333333333333,1,0.18023190991191884
11207,6376.0,9954.0,16330.0,42837.47363487227,0.4408012313922377,6200.0,154.0,1,8165.0,4250.666666666666,1,0.3796693202694427
11208,8276.0,12205.0,20481.0,40213.28593645857,0.4160658162322055,5038.0,129.0,1,10240.5,5517.333333333333,1,0.24598408280845663
11209,4186.0,5850.0,10036.0,74627.30195849166,0.4763827772517128,1423.0,20.0,0,3311.88,2790.6666666666665,1,0.1417895575926664
11210,3475.0,6922.0,10397.0,61197.28128267689,0.4523381578532463,1998.0,50.0,0,3431.01,2316.6666666666665,1,0.19217081850533807
11211,4961.0,5586.0,10547.0,82047.45443117537,0.4857199554273328,2437.0,28.0,0,3480.51,3307.333333333333,1,0.23106096520337538
11212,5889.0,8758.0,14647.0,39632.59000537345,0.4430635906959027,5430.0,110.0,1,7323.5,3926.0,1,0.3707243804191985
11213,4835.0,6994.0,11829.0,49651.68930686173,0.4152984912701971,2191.0,44.0,1,5914.5,3223.333333333333,1,0.18522275762955448
11214,5230.0,8726.0,13956.0,51150.96359743041,0.462905854883475,2498.0,32.0,1,6978.0,3486.6666666666665,1,0.17899111493264547
11215,5712.0,6914.0,12626.0,107133.58778625954,0.4547726830893993,3125.0,85.0,0,4166.58,3808.0,1,0.24750514810708063
11216,3107.0,4310.0,7417.0,65817.74081774082,0.4627002068202587,1778.0,32.0,0,2447.61,2071.333333333333,1,0.23971956316570042
11217,3694.0,2573.0,6267.0,102531.34040501446,0.4818213497502613,1183.0,24.0,0,2068.11,2462.6666666666665,1,0.18876655497048028
11218,4931.0,8858.0,13789.0,65583.38377723971,0.450639679205652,3087.0,59.0,0,4550.37,3287.333333333333,1,0.2238741025455073
11219,12125.0,15495.0,27620.0,44299.33061699651,0.3723329323927484,2531.0,87.0,1,13810.0,8083.333333333333,1,0.09163649529326574
11220,5782.0,11622.0,17404.0,37017.22832260508,0.5679081369344573,2251.0,44.0,1,8702.0,3854.6666666666665,1,0.12933808319926454
11221,4616.0,6941.0,11557.0,53503.67197062424,0.4477399272217107,2971.0,79.0,1,5778.5,3077.333333333333,1,0.2570736350263909
11222,2443.0,1923.0,4366.0,89192.82029234737,0.5795151605750305,672.0,11.0,0,1440.78,1628.6666666666665,1,0.1539166284928997
11223,6642.0,9366.0,16008.0,55444.3286692468,0.4192827630971253,1448.0,19.0,1,8004.0,4428.0,1,0.09045477261369315
11224,2274.0,4239.0,6513.0,50012.23091976516,0.4267847075773077,1149.0,16.0,1,3256.5,1516.0,1,0.1764163979732842
11225,3053.0,4069.0,7122.0,59241.72637325145,0.5012312743689719,1977.0,52.0,1,3561.0,2035.3333333333333,1,0.2775905644481887
11226,5566.0,7990.0,13556.0,51581.9099378882,0.5098314745727489,3067.0,78.0,1,6778.0,3710.6666666666665,1,0.22624668043670698
11228,2279.0,3715.0,5994.0,60916.66666666667,0.4751561227260386,1212.0,13.0,0,1978.02,1519.3333333333333,1,0.2022022022022022
11229,4778.0,8295.0,13073.0,63066.07521186441,0.4655463635354893,1840.0,36.0,0,4314.09,3185.333333333333,1,0.14074810678497668
11230,7918.0,10179.0,18097.0,61947.777474775015,0.4063383012909302,824.0,28.0,0,5972.01,5278.666666666666,1,0.04553240868652263
11231,3167.0,3909.0,7076.0,99623.89380530972,0.4365293981302635,1462.0,37.0,0,2335.08,2111.333333333333,1,0.20661390616167327
11232,1542.0,2710.0,4252.0,52851.94174757282,0.4392792408572342,1683.0,31.0,1,2126.0,1028.0,1,0.3958137347130762
11233,5703.0,7513.0,13216.0,50900.47393364929,0.3807518796992481,3302.0,60.0,1,6608.0,3802.0,1,0.24984866828087168
11234,4665.0,8571.0,13236.0,69030.64861012118,0.4677914110429448,2854.0,73.0,0,4367.88,3110.0,1,0.21562405560592324
11235,4313.0,5958.0,10271.0,60106.056890632666,0.4909171893245374,1737.0,38.0,0,3389.4300000000003,2875.333333333333,1,0.1691169311654172
11236,5712.0,9863.0,15575.0,53505.434782608696,0.4596231090505785,4584.0,122.0,1,7787.5,3808.0,1,0.2943178170144462
11237,2014.0,3056.0,5070.0,49178.7542662116,0.496789097768264,1461.0,25.0,1,2535.0,1342.6666666666665,1,0.28816568047337277
11238,4452.0,3503.0,7955.0,91554.80984340044,0.5390459455269007,2010.0,32.0,0,2625.15,2968.0,1,0.2526712759270899
11239,487.0,1481.0,1968.0,46691.17647058824,0.4854831032841504,802.0,16.0,1,984.0,324.66666666666663,1,0.40752032520325204
11354,2484.0,2964.0,5448.0,45820.25117739404,0.5967660339884956,1213.0,15.0,1,2724.0,1656.0,1,0.22265051395007343
11355,3814.0,5585.0,9399.0,36375.87379557906,0.6658280394993396,3453.0,34.0,1,4699.5,2542.6666666666665,1,0.36737950845834666
11356,2049.0,2424.0,4473.0,47101.851851851854,0.4885639837869137,850.0,15.0,1,2236.5,1366.0,1,0.1900290632684999
11357,2193.0,4032.0,6225.0,74928.46924177397,0.4900448681996635,1055.0,11.0,0,2054.25,1462.0,1,0.16947791164658635
11358,2023.0,3051.0,5074.0,59587.37864077671,0.5471883549818046,663.0,13.0,1,2537.0,1348.6666666666665,1,0.13066614111154906
11360,859.0,1077.0,1936.0,88817.0731707317,0.5198032354581875,485.0,4.0,0,638.88,572.6666666666666,1,0.2505165289256198
11361,1723.0,2340.0,4063.0,69375.86926286509,0.4867316544814514,1501.0,18.0,0,1340.79,1148.6666666666665,0,0.36943145459020427
11362,626.0,1235.0,1861.0,80604.3956043956,0.4938673613372408,349.0,7.0,0,614.13,417.3333333333333,1,0.1875335840945728
11363,334.0,835.0,1169.0,89290.83094555873,0.4738628649015614,226.0,6.0,0,385.77000000000004,222.66666666666666,1,0.19332763045337895
11364,1901.0,3734.0,5635.0,71153.84615384616,0.4876193473927185,1298.0,14.0,0,1859.5500000000002,1267.3333333333333,1,0.2303460514640639
11365,2904.0,4259.0,7163.0,59569.00401965163,0.4822936412200586,1306.0,20.0,1,3581.5,1936.0,1,0.18232584112801897
11366,832.0,1046.0,1878.0,69285.71428571429,0.5124826121970861,587.0,14.0,0,619.74,554.6666666666666,1,0.312566560170394
11367,3814.0,4362.0,8176.0,58402.06185567011,0.4481818601857413,2047.0,50.0,1,4088.0,2542.6666666666665,1,0.250366927592955
11368,7894.0,12153.0,20047.0,37360.08394963022,0.4437250554323725,2963.0,54.0,1,10023.5,5262.666666666666,1,0.1478026637402105
11369,1428.0,2774.0,4202.0,45303.27428878153,0.5789849892780558,1428.0,54.0,1,2101.0,952.0,1,0.3398381722989053
11370,1279.0,1994.0,3273.0,52810.49250535332,0.4974435449510013,216.0,14.0,1,1636.5,852.6666666666666,1,0.06599450045829514
11372,3806.0,5878.0,9684.0,55456.262714327226,0.5135744242623245,1767.0,28.0,1,4842.0,2537.333333333333,1,0.1824659231722429
11373,5489.0,9724.0,15213.0,43863.54943583859,0.5095597263637959,3198.0,23.0,1,7606.5,3659.333333333333,1,0.2102149477420627
11374,2728.0,3925.0,6653.0,68042.50320375909,0.4956595384289646,1755.0,26.0,0,2195.4900000000002,1818.6666666666665,1,0.26379077108071547
11375,4351.0,6174.0,10525.0,89112.78837937908,0.4668138063075041,1361.0,29.0,0,3473.25,2900.6666666666665,1,0.12931116389548694
11377,5206.0,7106.0,12312.0,52190.35698737484,0.5281856122883061,3046.0,30.0,1,6156.0,3470.6666666666665,1,0.24740090968161144
11378,2367.0,3426.0,5793.0,60131.43483023002,0.4652229299363057,602.0,5.0,0,1911.69,1578.0,1,0.10391852235456586
11379,1687.0,3556.0,5243.0,72842.22100054976,0.4754188337994302,1586.0,12.0,0,1730.19,1124.6666666666665,1,0.30249856952126647
11385,6027.0,9183.0,15210.0,56635.8024691358,0.4682480264591882,2820.0,55.0,1,7605.0,4018.0,1,0.1854043392504931
11411,922.0,1482.0,2404.0,61994.70644850818,0.487130198321534,745.0,21.0,0,793.32,614.6666666666666,1,0.3099001663893511
11412,2110.0,3251.0,5361.0,53815.85743801653,0.4769295198679575,1650.0,45.0,1,2680.5,1406.6666666666665,1,0.30777839955232233
11413,2123.0,4039.0,6162.0,58580.26131591227,0.4780067808708065,2277.0,57.0,1,3081.0,1415.3333333333333,1,0.36952288218111
11414,2164.0,2985.0,5149.0,76196.70905011219,0.44017910054652,828.0,13.0,0,1699.17,1442.6666666666665,1,0.16080792386871237
11415,1176.0,1608.0,2784.0,71841.82590233546,0.4636967757814423,63.0,5.0,0,918.72,784.0,1,0.022629310344827586
11416,1734.0,2834.0,4568.0,44281.6091954023,0.4695257969345902,513.0,18.0,1,2284.0,1156.0,1,0.11230297723292469
11417,2023.0,3486.0,5509.0,53020.833333333336,0.5,838.0,23.0,1,2754.5,1348.6666666666665,1,0.15211472136503904
11418,2366.0,3614.0,5980.0,50623.98263700488,0.4809875512174753,1333.0,29.0,1,2990.0,1577.3333333333333,1,0.22290969899665553
11419,1957.0,3670.0,5627.0,43174.27790788446,0.5326846307385229,1090.0,27.0,1,2813.5,1304.6666666666665,1,0.19370890350097744
11420,2487.0,3766.0,6253.0,50056.3524590164,0.4770003714347154,1863.0,43.0,1,3126.5,1658.0,1,0.29793699024468256
11421,2399.0,3514.0,5913.0,48021.92564346997,0.504909510974201,1198.0,33.0,1,2956.5,1599.3333333333333,1,0.2026044309149332
11422,1301.0,2845.0,4146.0,58648.52398523985,0.5034679217240525,1137.0,45.0,1,2073.0,867.3333333333333,1,0.2742402315484805
11423,1260.0,2450.0,3710.0,54796.32063074902,0.50867283847465,461.0,13.0,1,1855.0,840.0,1,0.12425876010781671
11426,1244.0,1366.0,2610.0,70276.31578947368,0.4814270511326204,711.0,7.0,0,861.3000000000001,829.3333333333333,1,0.27241379310344827
11427,1840.0,1800.0,3640.0,65363.48267117498,0.4696867431611545,159.0,4.0,0,1201.2,1226.6666666666665,1,0.04368131868131868
11428,975.0,1230.0,2205.0,56970.91273821464,0.5098701033036719,545.0,11.0,1,1102.5,650.0,1,0.2471655328798186
11429,1097.0,2081.0,3178.0,52782.01219512196,0.4711797450170587,325.0,20.0,1,1589.0,731.3333333333333,1,0.10226557583385777
11432,4178.0,5582.0,9760.0,53037.4246186591,0.4386319785896558,1232.0,19.0,1,4880.0,2785.333333333333,1,0.12622950819672132
11433,2837.0,3970.0,6807.0,44920.7492795389,0.4464170847806509,2105.0,31.0,1,3403.5,1891.3333333333333,1,0.30924048773321583
11434,4219.0,6880.0,11099.0,52329.7354819094,0.4823853803056525,3178.0,85.0,1,5549.5,2812.6666666666665,1,0.2863321019911704
11435,4837.0,5412.0,10249.0,51125.46125461255,0.4519604409532863,1759.0,33.0,1,5124.5,3224.6666666666665,1,0.17162650014635575
11436,912.0,2067.0,2979.0,49839.10891089109,0.4730900744765562,256.0,17.0,1,1489.5,608.0,1,0.08593487747566297
11501,1036.0,1925.0,2961.0,85836.25218914186,0.5327983577493701,933.0,9.0,0,977.13,690.6666666666666,1,0.315096251266464
11507,255.0,607.0,862.0,100000.0,0.5484460694698354,213.0,2.0,0,284.46000000000004,170.0,1,0.2470997679814385
11509,40.0,165.0,205.0,111706.3492063492,0.7491082045184304,0.0,0.0,1,102.5,26.666666666666664,1,0.0
11510,1620.0,3000.0,4620.0,79843.58569926393,0.542343883661249,1547.0,47.0,0,1524.6000000000001,1080.0,0,0.33484848484848484
11514,286.0,713.0,999.0,89222.44094488189,0.503968253968254,276.0,3.0,0,329.67,190.66666666666666,1,0.27627627627627627
11516,430.0,1184.0,1614.0,92140.71856287424,0.3952662721893491,140.0,2.0,0,532.62,286.66666666666663,1,0.08674101610904585
11518,556.0,910.0,1466.0,91313.55932203388,0.5731494074217991,472.0,5.0,0,483.78000000000003,370.66666666666663,1,0.3219645293315143
11520,2396.0,4210.0,6606.0,59671.60592711253,0.5564221410107852,2809.0,136.0,1,3303.0,1597.3333333333333,1,0.4252194974265819
11530,1348.0,3334.0,4682.0,118536.503683858,0.5293012372815259,671.0,11.0,0,1545.0600000000002,898.6666666666666,1,0.14331482272533105
11542,1403.0,2418.0,3821.0,73920.92541436464,0.4976800137480667,1453.0,14.0,0,1260.93,935.3333333333333,0,0.3802669458257001
11545,372.0,1216.0,1588.0,111361.78861788617,0.5096121975472323,709.0,8.0,0,524.0400000000001,248.0,0,0.4464735516372796
11548,20.0,90.0,110.0,91840.27777777778,0.3228699551569506,263.0,1.0,0,36.300000000000004,13.333333333333332,0,2.390909090909091
11550,4015.0,6365.0,10380.0,48862.8818061089,0.4964726049976923,2746.0,118.0,1,5190.0,2676.6666666666665,1,0.26454720616570326
11552,1522.0,3012.0,4534.0,81212.34939759035,0.5099258917943401,802.0,28.0,0,1496.22,1014.6666666666666,1,0.1768857520952801
11553,2137.0,2563.0,4700.0,50782.27931488801,0.5443591766477802,1418.0,73.0,1,2350.0,1424.6666666666665,1,0.3017021276595745
11554,2192.0,3336.0,5528.0,86064.6530204693,0.5434664640764054,962.0,16.0,0,1824.24,1461.3333333333333,1,0.1740231548480463
11557,448.0,895.0,1343.0,101589.24205378973,0.4933655006031363,390.0,7.0,0,443.19,298.66666666666663,1,0.2903946388682055
11558,496.0,585.0,1081.0,79934.9240780911,0.5323325635103926,256.0,7.0,0,356.73,330.66666666666663,1,0.23681776133209992
11559,597.0,1077.0,1674.0,99867.02127659574,0.4306000916170407,745.0,5.0,0,552.4200000000001,398.0,0,0.44504181600955794
11560,363.0,714.0,1077.0,102707.71513353116,0.4784892801363055,117.0,3.0,0,355.41,242.0,1,0.10863509749303621
11561,1651.0,2266.0,3917.0,93640.9137577002,0.5026448200232229,654.0,12.0,0,1292.6100000000001,1100.6666666666665,1,0.16696451365841206
11563,1273.0,1697.0,2970.0,89795.25862068965,0.5259578326909998,1248.0,19.0,0,980.1,848.6666666666666,0,0.4202020202020202
11565,644.0,675.0,1319.0,103404.36590436591,0.5336735826029069,323.0,7.0,0,435.27000000000004,429.3333333333333,1,0.244882486732373
11566,2196.0,3518.0,5714.0,105126.97979246314,0.5389098186955498,1868.0,24.0,0,1885.6200000000001,1464.0,1,0.32691634581729084
11568,58.0,316.0,374.0,120575.84269662922,0.4166666666666667,291.0,3.0,0,123.42,38.666666666666664,0,0.7780748663101604
11570,1520.0,2841.0,4361.0,105026.04166666666,0.509518080815229,653.0,10.0,0,1439.13,1013.3333333333333,1,0.1497362990139876
11572,1340.0,2855.0,4195.0,94654.90797546013,0.5440405860952572,1147.0,24.0,0,1384.3500000000001,893.3333333333333,1,0.2734207389749702
11575,1720.0,2094.0,3814.0,48674.82161060143,0.5135587896555335,1386.0,50.0,1,1907.0,1146.6666666666665,1,0.3633980073413739
11576,463.0,1192.0,1655.0,122264.4376899696,0.5261474492243723,562.0,8.0,0,546.15,308.66666666666663,0,0.3395770392749245
11577,437.0,1615.0,2052.0,106933.27974276528,0.5016533591418663,433.0,10.0,0,677.1600000000001,291.3333333333333,1,0.21101364522417154
11579,316.0,745.0,1061.0,108300.78125,0.5057289608850257,140.0,2.0,0,350.13,210.66666666666666,1,0.13195098963242224
11580,1327.0,3210.0,4537.0,73163.81156316918,0.5380680247027376,861.0,25.0,0,1497.21,884.6666666666666,1,0.18977297773859378
11581,1257.0,2629.0,3886.0,86985.10078878177,0.5010979358805446,530.0,19.0,0,1282.38,838.0,1,0.1363870303654143
11590,3040.0,4551.0,7591.0,70964.97906357062,0.5478509311588914,1609.0,62.0,0,2505.03,2026.6666666666665,1,0.21196153339480964
11596,568.0,1205.0,1773.0,100491.07142857143,0.532319391634981,253.0,4.0,0,585.09,378.66666666666663,1,0.14269599548787365
11598,1098.0,2490.0,3588.0,110045.75707154744,0.4135985135228133,392.0,5.0,0,1184.04,732.0,1,0.10925306577480491
11691,6048.0,9223.0,15271.0,47078.33904109589,0.3319832302991544,2864.0,78.0,1,7635.5,4032.0,1,0.1875450199724969
11692,1708.0,3445.0,5153.0,50110.01100110011,0.369752684672958,902.0,30.0,1,2576.5,1138.6666666666665,1,0.17504366388511547
11693,681.0,1183.0,1864.0,61620.92624356775,0.4300044254314795,328.0,4.0,0,615.12,454.0,1,0.1759656652360515
11694,1366.0,2264.0,3630.0,84441.93912063134,0.4071048283458784,752.0,8.0,0,1197.9,910.6666666666666,1,0.2071625344352617
11697,230.0,330.0,560.0,100870.90163934426,0.6183476938672073,0.0,0.0,1,280.0,153.33333333333331,1,0.0
11701,1272.0,2351.0,3623.0,63933.89500972133,0.5535624596398077,659.0,27.0,0,1195.5900000000001,848.0,1,0.18189345845983992
11702,791.0,971.0,1762.0,98351.47247119078,0.5561093705497009,373.0,9.0,0,581.46,527.3333333333333,1,0.21169125993189558
11703,831.0,1879.0,2710.0,76169.43866943866,0.552429080050534,1101.0,13.0,0,894.3000000000001,554.0,0,0.4062730627306273
11704,1816.0,3122.0,4938.0,71373.95736793327,0.5428521117903051,972.0,31.0,0,1629.54,1210.6666666666665,1,0.1968408262454435
11705,402.0,708.0,1110.0,97813.90134529148,0.5303841122606731,202.0,3.0,0,366.3,268.0,1,0.18198198198198198
11706,4057.0,7301.0,11358.0,62169.90713871155,0.5266133838653972,2408.0,54.0,0,3748.1400000000003,2704.6666666666665,1,0.21200915654164465
11709,184.0,545.0,729.0,93114.97326203209,0.5530090196658288,52.0,2.0,0,240.57000000000002,122.66666666666666,1,0.07133058984910837
11710,1714.0,3987.0,5701.0,96386.2885462555,0.5195994277539342,1005.0,15.0,0,1881.3300000000002,1142.6666666666665,1,0.1762848623048588
11713,445.0,674.0,1119.0,66791.37323943662,0.6378439079169006,197.0,5.0,1,559.5,296.66666666666663,1,0.17605004468275245
11714,1199.0,2130.0,3329.0,83813.59300476947,0.5605061486366066,766.0,15.0,0,1098.5700000000002,799.3333333333333,1,0.23009912886752779
11715,122.0,407.0,529.0,100052.08333333334,0.6339144215530903,40.0,1.0,1,264.5,81.33333333333333,1,0.07561436672967864
11716,635.0,843.0,1478.0,83194.93006993007,0.5677982926345047,720.0,11.0,0,487.74,423.3333333333333,0,0.4871447902571042
11717,3967.0,6462.0,10429.0,46812.93808411215,0.5270205790453909,2254.0,98.0,1,5214.5,2644.6666666666665,1,0.21612810432447982
11718,136.0,448.0,584.0,112212.64367816094,0.5469977994341402,0.0,0.0,0,192.72,90.66666666666666,1,0.0
11719,190.0,343.0,533.0,90184.0490797546,0.4631997726626882,122.0,1.0,0,175.89000000000001,126.66666666666666,1,0.22889305816135083
11720,1594.0,2439.0,4033.0,78700.06548788474,0.5230705991162264,483.0,8.0,0,1330.89,1062.6666666666665,1,0.11976196379866105
11721,331.0,409.0,740.0,110901.16279069768,0.5236717917491247,188.0,2.0,0,244.20000000000002,220.66666666666666,1,0.25405405405405407
11722,2433.0,3604.0,6037.0,51929.53020134228,0.5632966083387341,836.0,29.0,1,3018.5,1622.0,1,0.1384793771740931
11724,241.0,385.0,626.0,121079.88165680472,0.5880306193458594,128.0,2.0,0,206.58,160.66666666666666,1,0.20447284345047922
11725,1462.0,2613.0,4075.0,98549.54367666232,0.5338437445623804,1923.0,13.0,0,1344.75,974.6666666666666,0,0.47190184049079753
11726,1616.0,2150.0,3766.0,55373.63560033585,0.5399156806745546,486.0,25.0,1,1883.0,1077.3333333333333,1,0.1290493892724376
11727,1772.0,2517.0,4289.0,71013.34180432021,0.5236542684143989,606.0,14.0,0,1415.3700000000001,1181.3333333333333,1,0.14129167638144088
11729,1226.0,2115.0,3341.0,72742.94670846395,0.5994437763078774,521.0,19.0,0,1102.53,817.3333333333333,1,0.15594133492966178
11730,687.0,1151.0,1838.0,91819.0416141236,0.5597120271033315,95.0,1.0,0,606.5400000000001,458.0,1,0.051686615886833515
11731,1908.0,2868.0,4776.0,94574.00497512438,0.5235397538581754,577.0,7.0,0,1576.0800000000002,1272.0,1,0.12081239530988275
11732,108.0,367.0,475.0,103730.3664921466,0.5386350817822899,0.0,0.0,0,156.75,72.0,1,0.0
11733,763.0,1729.0,2492.0,107341.49054505004,0.5195330559408229,696.0,5.0,0,822.36,508.66666666666663,1,0.27929373996789725
11735,1526.0,2484.0,4010.0,82861.76801801802,0.5428536495904145,979.0,15.0,0,1323.3,1017.3333333333333,1,0.24413965087281794
11738,1466.0,1818.0,3284.0,76660.04540295119,0.4388105792698112,477.0,9.0,0,1083.72,977.3333333333333,1,0.14524969549330086
11740,478.0,1176.0,1654.0,97479.20997921,0.4368755676657584,272.0,4.0,0,545.82,318.66666666666663,1,0.16444981862152358
11741,1605.0,2666.0,4271.0,84909.67961826858,0.5309061957151129,600.0,9.0,0,1409.43,1070.0,1,0.14048232264106766
11742,828.0,1238.0,2066.0,82993.56223175966,0.5197798929208804,481.0,6.0,0,681.7800000000001,552.0,1,0.23281703775411422
11743,1502.0,3910.0,5412.0,103036.97183098592,0.5484875552229438,1758.0,18.0,0,1785.96,1001.3333333333333,1,0.32483370288248337
11746,3390.0,6654.0,10044.0,82848.83720930232,0.5274670056012888,2060.0,30.0,0,3314.52,2260.0,1,0.20509757068896853
11747,931.0,1676.0,2607.0,104056.72823218998,0.5799540933435348,816.0,7.0,0,860.3100000000001,620.6666666666666,1,0.3130034522439586
11749,179.0,331.0,510.0,69871.79487179487,0.54652466367713,246.0,3.0,0,168.3,119.33333333333333,0,0.4823529411764706
11751,677.0,967.0,1644.0,85309.76220275344,0.5918080142211688,122.0,3.0,0,542.52,451.3333333333333,1,0.07420924574209246
11752,365.0,924.0,1289.0,79730.98330241187,0.5881711043212571,458.0,6.0,0,425.37,243.33333333333331,0,0.35531419705197825
11753,594.0,1656.0,2250.0,112131.78294573644,0.492855505463437,289.0,5.0,0,742.5,396.0,1,0.12844444444444444
11754,1023.0,1654.0,2677.0,92297.9797979798,0.5371385166295914,540.0,6.0,0,883.4100000000001,682.0,1,0.20171834142697048
11755,462.0,1387.0,1849.0,86842.1052631579,0.528338922057741,293.0,6.0,0,610.1700000000001,308.0,1,0.1584640346133045
11756,2355.0,2977.0,5332.0,82007.33074601121,0.5461739560517205,1287.0,21.0,0,1759.5600000000002,1570.0,1,0.2413728432108027
11757,2375.0,3721.0,6096.0,73587.71569433031,0.5399050618872278,1166.0,31.0,0,2011.68,1583.3333333333333,1,0.1912729658792651
11758,2967.0,4219.0,7186.0,94409.12173618175,0.5440859024741241,1574.0,22.0,0,2371.38,1978.0,1,0.21903701642081827
11762,1328.0,1919.0,3247.0,100554.85762144052,0.5320855614973262,418.0,4.0,0,1071.51,885.3333333333333,1,0.12873421619956885
11763,1316.0,3210.0,4526.0,71437.78207607995,0.5210818074920208,939.0,16.0,0,1493.5800000000002,877.3333333333333,1,0.20746796288113123
11764,429.0,1284.0,1713.0,97788.46153846152,0.5113681063645661,368.0,4.0,0,565.2900000000001,286.0,1,0.21482778750729714
11765,39.0,79.0,118.0,123161.76470588236,0.480225988700565,72.0,1.0,0,38.940000000000005,26.0,0,0.6101694915254238
11766,478.0,1240.0,1718.0,99173.07692307692,0.5663994423143952,317.0,4.0,0,566.94,318.66666666666663,1,0.18451688009313155
11767,642.0,1472.0,2114.0,94879.51807228915,0.5154212378389568,208.0,3.0,0,697.62,428.0,1,0.09839167455061495
11768,829.0,1723.0,2552.0,107389.8678414097,0.5320395631181737,778.0,9.0,0,842.1600000000001,552.6666666666666,1,0.304858934169279
11769,337.0,576.0,913.0,93971.4566929134,0.5594097566347318,157.0,1.0,0,301.29,224.66666666666666,1,0.171960569550931
11771,881.0,723.0,1604.0,101956.106870229,0.520460866110449,220.0,2.0,0,529.32,587.3333333333333,1,0.1371571072319202
11772,2473.0,3747.0,6220.0,71971.15384615384,0.516043665233212,954.0,15.0,0,2052.6,1648.6666666666665,1,0.15337620578778136
11776,1148.0,2491.0,3639.0,74745.28301886792,0.5493594261785314,154.0,6.0,0,1200.8700000000001,765.3333333333333,1,0.04231931849409178
11777,367.0,840.0,1207.0,99267.67676767678,0.5347304742357135,203.0,3.0,0,398.31,244.66666666666666,1,0.16818558409279205
11778,887.0,1273.0,2160.0,79538.57791225417,0.5289692701664532,305.0,4.0,0,712.8000000000001,591.3333333333333,1,0.1412037037037037
11779,2081.0,3476.0,5557.0,76973.36265884654,0.5293113261240752,1776.0,23.0,0,1833.8100000000002,1387.3333333333333,1,0.3195969048047508
11780,549.0,1405.0,1954.0,100317.02898550723,0.5301914580265096,172.0,4.0,0,644.82,366.0,1,0.08802456499488229
