zipcode,pop_0_5,pop_5_12,pop_0_12,avg_income,employment_rate,total_existing_slots,num_existing_facilities,high_demand,desert_threshold,age_0_5_requirement,is_desert,current_coverage_ratio
10523,684.0,896.0,1580.0,75297.61904761905,0.5367983810842475,709.0,14.0,0,521.4,456.0,0,0.4487341772151899
10524,131.0,376.0,507.0,102978.9719626168,0.4926335174953959,16.0,1.0,0,167.31,87.33333333333333,1,0.03155818540433925
10526,81.0,167.0,248.0,105338.54166666666,0.4951005673027334,0.0,0.0,0,81.84,54.0,1,0.0
10527,15.0,56.0,71.0,115178.57142857142,0.6907894736842105,0.0,0.0,1,35.5,10.0,1,0.0
10528,786.0,1593.0,2379.0,100964.76510067114,0.4463750748951468,690.0,10.0,0,785.07,524.0,1,0.2900378310214376
10530,867.0,879.0,1746.0,105584.37067773168,0.5131298793470547,405.0,9.0,0,576.1800000000001,578.0,1,0.23195876288659795
10532,289.0,420.0,709.0,101162.79069767444,0.5119047619047619,381.0,4.0,0,233.97,192.66666666666666,0,0.53737658674189
10533,538.0,1188.0,1726.0,121352.7851458886,0.510286951813752,157.0,2.0,0,569.58,358.66666666666663,1,0.09096176129779837
10535,7.0,4.0,11.0,74038.46153846153,0.99,100.0,1.0,1,5.5,4.666666666666666,0,9.090909090909092
10536,515.0,1392.0,1907.0,118916.9847328244,0.4853199962952672,315.0,6.0,0,629.3100000000001,343.3333333333333,1,0.16518091242789723
10537,100.0,341.0,441.0,77254.09836065574,0.4120229652144546,0.0,0.0,0,145.53,66.66666666666666,1,0.0
10538,1213.0,2601.0,3814.0,127009.74421437272,0.4663447884123828,455.0,6.0,0,1258.6200000000001,808.6666666666666,1,0.11929732564237021
10541,1299.0,2517.0,3816.0,91301.88679245285,0.507351814979323,942.0,21.0,0,1259.28,866.0,1,0.2468553459119497
10543,1142.0,2567.0,3709.0,95909.09090909093,0.4652037028335135,867.0,16.0,0,1223.97,761.3333333333333,1,0.23375572930709085
10546,47.0,77.0,124.0,120246.47887323944,0.6947162426614482,0.0,0.0,1,62.0,31.333333333333332,1,0.0
10547,370.0,636.0,1006.0,87107.32984293194,0.4983692106979778,817.0,6.0,0,331.98,246.66666666666666,0,0.8121272365805169
10548,303.0,297.0,600.0,86397.05882352941,0.382366171839856,121.0,2.0,0,198.0,202.0,1,0.20166666666666666
10549,1395.0,1252.0,2647.0,92114.69534050178,0.529746835443038,734.0,7.0,0,873.51,930.0,1,0.2772950510011334
10550,2127.0,4066.0,6193.0,48113.69509043928,0.4828687645047788,1046.0,48.0,1,3096.5,1418.0,1,0.16890037138704989
10552,1033.0,1486.0,2519.0,77373.41772151898,0.5004751346214761,564.0,17.0,0,831.2700000000001,688.6666666666666,1,0.22389837236998808
10553,438.0,775.0,1213.0,58578.856152513,0.5481664449933498,156.0,11.0,1,606.5,292.0,1,0.12860676009892827
10560,383.0,481.0,864.0,104955.94713656387,0.4562814070351759,129.0,1.0,0,285.12,255.33333333333331,1,0.14930555555555555
10562,1757.0,2338.0,4095.0,78564.81481481482,0.4830341701950026,1713.0,18.0,0,1351.3500000000001,1171.3333333333333,0,0.4183150183150183
10566,1040.0,1846.0,2886.0,63870.52877138414,0.5062792803432936,854.0,22.0,0,952.38,693.3333333333333,1,0.2959112959112959
10567,1135.0,1865.0,3000.0,97280.48780487804,0.5107379540584982,215.0,5.0,0,990.0,756.6666666666666,1,0.07166666666666667
10570,659.0,1252.0,1911.0,112294.74548440066,0.4624848116646415,316.0,2.0,0,630.63,439.3333333333333,1,0.16535845107273678
10573,2248.0,3678.0,5926.0,73685.89743589744,0.4740027710931233,1557.0,32.0,0,1955.5800000000002,1498.6666666666665,1,0.2627404657441782
10576,98.0,361.0,459.0,125196.07843137256,0.5175563223056627,40.0,1.0,0,151.47,65.33333333333333,1,0.08714596949891068
10577,212.0,165.0,377.0,125904.6052631579,0.2473555736371033,365.0,5.0,0,124.41000000000001,141.33333333333331,0,0.9681697612732095
10578,28.0,357.0,385.0,91964.28571428572,0.2348993288590604,0.0,0.0,0,127.05000000000001,18.666666666666664,1,0.0
10579,199.0,719.0,918.0,95230.26315789472,0.5580712275119325,230.0,4.0,0,302.94,132.66666666666666,1,0.25054466230936817
10580,801.0,2626.0,3427.0,125284.09090909093,0.4624661171654589,410.0,6.0,0,1130.91,534.0,1,0.11963816749343449
10583,2181.0,5461.0,7642.0,127798.99894625922,0.4617218478604617,1776.0,17.0,0,2521.86,1454.0,1,0.23239989531536248
10588,322.0,245.0,567.0,91138.05970149252,0.4065533980582524,41.0,1.0,0,187.11,214.66666666666666,1,0.07231040564373897
10589,182.0,521.0,703.0,108700.20964360586,0.666294175164129,210.0,3.0,1,351.5,121.33333333333333,1,0.29871977240398295
10590,324.0,717.0,1041.0,113611.96319018403,0.4401242068313757,245.0,3.0,0,343.53000000000003,216.0,1,0.23535062439961577
10591,1364.0,1834.0,3198.0,87684.12438625205,0.5110404817664771,1520.0,23.0,0,1055.3400000000001,909.3333333333333,0,0.47529706066291433
10594,359.0,593.0,952.0,100277.77777777778,0.4851752021563342,32.0,2.0,0,314.16,239.33333333333331,1,0.03361344537815126
10595,356.0,433.0,789.0,105585.10638297872,0.456120892832386,724.0,6.0,0,260.37,237.33333333333331,0,0.917617237008872
10597,8.0,109.0,117.0,135677.0833333333,0.7476635514018691,0.0,0.0,1,58.5,5.333333333333333,1,0.0
10598,1277.0,2969.0,4246.0,102525.33783783784,0.5091859905043694,1592.0,20.0,0,1401.18,851.3333333333333,0,0.3749411210551107
10601,330.0,685.0,1015.0,83222.0367278798,0.5351559010095596,284.0,3.0,0,334.95,220.0,1,0.2798029556650246
10603,1155.0,1899.0,3054.0,80059.82053838484,0.5213368678205728,322.0,6.0,0,1007.82,770.0,1,0.1054354944335298
10604,707.0,1593.0,2300.0,87458.74587458746,0.5136028476989576,727.0,10.0,0,759.0,471.3333333333333,1,0.3160869565217391
10605,979.0,1638.0,2617.0,104251.45348837208,0.5212121212121212,2109.0,22.0,0,863.61,652.6666666666666,0,0.8058846006878104
10606,941.0,1327.0,2268.0,71206.11551528878,0.5374642400633027,891.0,16.0,0,748.44,627.3333333333333,0,0.39285714285714285
10607,334.0,485.0,819.0,90000.0,0.6135422826729746,345.0,7.0,1,409.5,222.66666666666666,1,0.42124542124542125
10701,4688.0,6933.0,11621.0,55344.26229508197,0.4483184383819379,2640.0,72.0,1,5810.5,3125.333333333333,1,0.2271749419154978
10703,1232.0,1773.0,3005.0,62190.366972477066,0.4625503925312964,942.0,31.0,0,991.6500000000001,821.3333333333333,1,0.313477537437604
10704,1875.0,2549.0,4424.0,71318.10442678774,0.5431900857019545,604.0,22.0,0,1459.92,1250.0,1,0.13652802893309224
10705,1959.0,4000.0,5959.0,53397.02760084926,0.4848048171688839,1694.0,42.0,1,2979.5,1306.0,1,0.28427588521564023
10706,407.0,872.0,1279.0,116423.7668161435,0.4918394353771504,630.0,8.0,0,422.07,271.3333333333333,0,0.49257232212666147
10707,715.0,765.0,1480.0,101553.67231638418,0.520129297678519,357.0,5.0,0,488.40000000000003,476.66666666666663,1,0.24121621621621622
10708,1133.0,1770.0,2903.0,109944.93392070485,0.5023235229032972,133.0,2.0,0,957.99,755.3333333333333,1,0.04581467447468136
10709,485.0,1140.0,1625.0,102549.01960784312,0.5057015369360436,421.0,6.0,0,536.25,323.3333333333333,1,0.2590769230769231
10710,1211.0,2109.0,3320.0,82270.67407922167,0.5513621211540672,757.0,16.0,0,1095.6000000000001,807.3333333333333,1,0.22801204819277107
10801,1839.0,3744.0,5583.0,67866.94957563655,0.4800594382130189,1976.0,31.0,0,1842.39,1226.0,0,0.353931578004657
10803,656.0,2050.0,2706.0,118323.62728785358,0.4524580290597004,660.0,9.0,0,892.98,437.3333333333333,1,0.24390243902439024
10804,664.0,2141.0,2805.0,125645.04881450487,0.4768555466879489,1215.0,19.0,0,925.6500000000001,442.66666666666663,0,0.43315508021390375
10805,1144.0,1237.0,2381.0,72483.76623376623,0.4456018518518518,222.0,7.0,0,785.73,762.6666666666666,1,0.09323813523729525
10901,1279.0,2689.0,3968.0,87057.52212389381,0.4431720134912542,638.0,11.0,0,1309.44,852.6666666666666,1,0.16078629032258066
10913,141.0,501.0,642.0,101730.76923076923,0.4918653045781309,347.0,5.0,0,211.86,94.0,0,0.5404984423676013
10916,154.0,502.0,656.0,92274.678111588,0.5241844769403825,8.0,1.0,0,216.48000000000002,102.66666666666666,1,0.012195121951219513
10917,295.0,154.0,449.0,80963.30275229357,0.553580497714576,175.0,5.0,0,148.17000000000002,196.66666666666666,0,0.3897550111358575
10918,767.0,1041.0,1808.0,84708.12182741116,0.4863396971691902,166.0,3.0,0,596.64,511.3333333333333,1,0.0918141592920354
10919,23.0,78.0,101.0,75625.0,0.4777070063694267,100.0,1.0,0,33.33,15.333333333333332,0,0.9900990099009901
10920,389.0,718.0,1107.0,92320.26143790848,0.5334108076699593,462.0,5.0,0,365.31,259.3333333333333,0,0.4173441734417344
10921,222.0,403.0,625.0,79525.86206896552,0.5435801312089972,182.0,3.0,0,206.25,148.0,1,0.2912
10923,844.0,962.0,1806.0,69642.85714285714,0.5903313932771113,171.0,7.0,0,595.98,562.6666666666666,1,0.0946843853820598
10924,730.0,1195.0,1925.0,87706.14692653673,0.4776226279985678,435.0,8.0,0,635.25,486.66666666666663,1,0.22597402597402597
10925,160.0,375.0,535.0,79522.35772357724,0.5508284818629646,53.0,3.0,0,176.55,106.66666666666666,1,0.09906542056074766
10926,250.0,355.0,605.0,72992.22797927461,0.4937324123816833,0.0,0.0,0,199.65,166.66666666666666,1,0.0
10927,1057.0,1210.0,2267.0,48936.59711075442,0.5070812306690542,619.0,13.0,1,1133.5,704.6666666666666,1,0.2730480811645346
10928,222.0,566.0,788.0,64747.807017543855,0.4377880184331797,101.0,4.0,0,260.04,148.0,1,0.1281725888324873
10930,323.0,987.0,1310.0,85937.5,0.4183614177803602,92.0,4.0,0,432.3,215.33333333333331,1,0.07022900763358779
10940,3426.0,5241.0,8667.0,61566.8813944676,0.5089387306423929,1552.0,30.0,0,2860.11,2284.0,1,0.17907003576785507
10941,643.0,1123.0,1766.0,67564.93506493507,0.5309612467245897,723.0,14.0,0,582.78,428.66666666666663,0,0.40939977349943374
10950,8658.0,12044.0,20702.0,71012.98701298701,0.3055022138991605,681.0,17.0,0,6831.660000000001,5772.0,1,0.03289537242778476
10952,7131.0,9075.0,16206.0,66818.87366818874,0.2765791744722052,535.0,28.0,0,5347.9800000000005,4754.0,1,0.03301246451931383
10954,1444.0,2177.0,3621.0,84852.70700636943,0.4552869105013231,936.0,12.0,0,1194.93,962.6666666666666,1,0.25849212924606463
10956,1619.0,2895.0,4514.0,100368.77688998156,0.5293122519357147,1649.0,28.0,0,1489.6200000000001,1079.3333333333333,0,0.3653079308817014
10958,92.0,263.0,355.0,78560.60606060605,0.5641025641025641,0.0,0.0,0,117.15,61.33333333333333,1,0.0
10960,618.0,1150.0,1768.0,86907.11462450594,0.5336802137533398,460.0,9.0,0,583.44,412.0,1,0.26018099547511314
10962,180.0,438.0,618.0,96595.14925373136,0.5229268292682927,16.0,1.0,0,203.94,120.0,1,0.025889967637540454
10963,185.0,388.0,573.0,75290.69767441861,0.2967563837129054,100.0,3.0,0,189.09,123.33333333333333,1,0.17452006980802792
10964,21.0,107.0,128.0,108854.16666666666,0.4721311475409836,135.0,2.0,0,42.24,14.0,0,1.0546875
10965,984.0,1823.0,2807.0,96688.4328358209,0.513213328226733,592.0,9.0,0,926.3100000000001,656.0,1,0.21090131813323834
10968,167.0,84.0,251.0,108200.0,0.5052546483427648,173.0,1.0,0,82.83,111.33333333333333,0,0.6892430278884463
10969,102.0,153.0,255.0,78409.09090909091,0.6606606606606606,0.0,0.0,1,127.5,68.0,1,0.0
10970,1218.0,1114.0,2332.0,78904.80591497227,0.4675481807968196,153.0,4.0,0,769.5600000000001,812.0,1,0.0656089193825043
10973,33.0,351.0,384.0,85129.3103448276,0.4857621440536013,183.0,4.0,0,126.72,22.0,0,0.4765625
10974,208.0,247.0,455.0,84500.0,0.5247376311844077,48.0,5.0,0,150.15,138.66666666666666,1,0.1054945054945055
10975,0.0,76.0,76.0,63281.25,0.6504065040650406,0.0,0.0,1,38.0,0.0,1,0.0
10976,25.0,155.0,180.0,77205.88235294117,0.4134241245136186,0.0,0.0,0,59.400000000000006,16.666666666666664,1,0.0
10977,8574.0,13229.0,21803.0,54143.05949008499,0.350223230104174,1908.0,52.0,1,10901.5,5716.0,1,0.08751089299637664
10980,771.0,1143.0,1914.0,83856.34588563458,0.5232812728068895,325.0,9.0,0,631.62,514.0,1,0.1698014629049112
10983,166.0,447.0,613.0,100324.67532467532,0.5432098765432098,246.0,2.0,0,202.29000000000002,110.66666666666666,0,0.401305057096248
10984,298.0,269.0,567.0,86029.41176470589,0.4417018512504059,143.0,3.0,0,187.11,198.66666666666666,1,0.25220458553791886
10985,6.0,0.0,6.0,76666.66666666667,0.99,0.0,0.0,1,3.0,4.0,1,0.0
10986,44.0,112.0,156.0,87239.58333333333,0.6278613472858077,0.0,0.0,1,78.0,29.333333333333332,1,0.0
10987,155.0,257.0,412.0,90975.60975609756,0.5381990023628249,40.0,1.0,0,135.96,103.33333333333333,1,0.0970873786407767
10989,284.0,600.0,884.0,95961.9341563786,0.561784764767079,261.0,7.0,0,291.72,189.33333333333331,1,0.29524886877828055
10990,714.0,1798.0,2512.0,91337.5,0.4871632484045403,398.0,10.0,0,828.96,476.0,1,0.15843949044585987
10992,584.0,1072.0,1656.0,82287.44939271254,0.4803578374173473,360.0,6.0,0,546.48,389.3333333333333,1,0.21739130434782608
10993,73.0,253.0,326.0,55498.12030075188,0.5614183199662305,401.0,6.0,1,163.0,48.666666666666664,0,1.2300613496932515
10994,279.0,504.0,783.0,102152.95629820052,0.6119238634576057,825.0,8.0,1,391.5,186.0,0,1.053639846743295
10996,533.0,858.0,1391.0,79921.25984251969,0.1988725336673974,0.0,0.0,0,459.03000000000003,355.3333333333333,1,0.0
10998,258.0,384.0,642.0,89644.97041420118,0.4763246899661781,43.0,1.0,0,211.86,172.0,1,0.06697819314641744
11001,1121.0,2737.0,3858.0,87465.51724137932,0.5547478766546791,537.0,14.0,0,1273.14,747.3333333333333,1,0.13919129082426127
