zipcode,H025_zip,H512_zip,total_capacity,facility_count
11373,88.07036872374027,3269.9296312762594,3358,33
11374,111.52193685330546,1739.4780631466945,1851,33
11375,109.59795333638587,1267.402046663614,1377,30
11377,73.12795752249073,2972.8720424775092,3046,30
11378,14.303183986016133,617.6968160139838,632,7
11379,33.439779056742374,1584.5602209432577,1618,14
11385,244.29158556782184,2745.708414432178,2990,66
11411,71.03486940643648,673.9651305935636,745,21
11412,163.65071654215728,1510.3492834578426,1674,47
11413,186.91329154395245,2122.0867084560473,2309,59
11414,49.18111454706328,778.8188854529367,828,13
11415,20.052118393780482,42.947881606219525,63,5
11416,88.53717189111902,488.462828108881,577,22
11417,86.0856940272518,751.9143059727481,838,23
11418,119.97532268863995,1490.0246773113602,1610,31
11419,94.74105230213851,995.2589476978615,1090,27
11420,162.9894401209364,1732.0105598790635,1895,45
11421,169.66554338446974,1124.3344566155304,1294,39
114212504,4.5600000000000005,11.44,16,1
11422,152.72032802771275,1020.2796719722872,1173,48
114222246,0.0,25.0,25,1
11423,50.46705853886861,438.5329414611314,489,15
11426,22.46417291408001,688.53582708592,711,7
11427,26.896470819616432,164.10352918038356,191,6
114270000,0.0,227.0,227,1
11428,41.544220017606825,503.4557799823932,545,11
11429,75.50739507592284,281.49260492407717,357,22
11432,56.6744514668812,1175.3255485331188,1232,19
114320000,0.0,407.0,407,1
11433,98.33450769403682,2006.6654923059632,2105,31
11434,326.47300923661356,2898.5269907633865,3225,89
11435,119.65459705966764,1639.3454029403324,1759,33
11436,60.88393629374887,195.11606370625114,256,17
11453,0.0,14.0,14,1
11501,699.7401404046711,233.2598595953288,933,9
11507,0.0,213.0,213,2
11510,499.6239235723626,1047.3760764276374,1547,47
115104238,4.5600000000000005,11.44,16,1
11514,122.0,154.0,276,3
11516,143.16867073499543,12.83132926500457,156,3
11518,288.0,184.0,472,5
11520,1146.1905756700558,1662.809424329944,2809,136
11530,254.5065501471883,416.4934498528117,671,11
11542,702.4070942370719,750.592905762928,1453,14
11545,216.1571448998679,492.8428551001321,709,8
11548,223.0,40.0,263,1
11550,916.5493426224116,1845.4506573775886,2762,120
11552,381.21104757166876,436.78895242833124,818,29
11553,538.8645171922936,943.1354828077064,1482,78
11554,443.8546938379852,518.1453061620148,962,16
11556,116.0,0.0,116,1
11557,203.23006595363393,186.76993404636607,390,7
11558,84.98595906279628,187.0140409372037,272,8
11559,733.0493281048912,11.950671895108886,745,5
11560,60.87900324154869,56.12099675845131,117,3
11561,393.31238089750826,260.68761910249174,654,12
11563,720.5321804654939,527.4678195345061,1248,19
11565,185.45011082415675,137.54988917584328,323,7
11566,1039.7007575407845,828.2992424592154,1868,24
115662252,0.0,93.0,93,1
115662517,0.0,127.0,127,1
11568,270.0,21.0,291,3
11570,536.8672721760554,116.13272782394465,653,10
11572,850.8487947563297,296.15120524367035,1147,24
11575,520.6267215518013,865.3732784481987,1386,50
11576,528.1784978450459,33.82150215495411,562,8
11577,221.7855039466349,211.2144960533651,433,10
115772620,234.0,0.0,234,1
11579,23.80877680481998,116.19122319518002,140,2
11580,327.8190657231487,533.1809342768513,861,25
115802099,0.0,148.0,148,1
11581,217.41035106659015,344.5896489334099,562,21
11582,0.0,210.0,210,3
11590,763.5945444491482,973.4054555508518,1737,70
115906313,4.5600000000000005,11.44,16,1
11596,150.0,103.0,253,4
11598,306.4569608142989,85.54303918570113,392,5
11691,283.7450095285854,2596.2549904714147,2880,79
11692,94.82074492631122,807.1792550736888,902,30
116921781,0.0,61.0,61,1
11693,4.304356119421223,323.6956438805788,328,4
11694,11.13549073940516,740.8645092605948,752,8
11701,390.633272638984,284.36672736101605,675,28
11702,195.45993327882834,177.54006672117166,373,9
11703,29.080762460965012,1071.919237539035,1101,13
11704,285.0506396666304,686.9493603333697,972,31
11705,118.28358753808453,99.71641246191547,218,4
11706,1035.1227178143558,1372.8772821856442,2408,54
11709,1.5208172894233538,50.479182710576644,52,2
11710,607.2617378015794,409.73826219842056,1017,16
117101530,0.0,93.0,93,1
117102326,0.0,147.0,147,1
11713,61.073373500706076,151.92662649929392,213,6
11714,381.8557222054335,416.1442777945665,798,17
11715,0.0,40.0,40,1
11716,325.54877135053476,394.45122864946524,720,11
11717,979.7114801983404,1386.2885198016597,2366,105
11719,101.0,21.0,122,1
11720,129.5620733493862,353.4379266506138,483,8
11721,164.0,24.0,188,2
11722,147.51402623869484,714.4859737613051,862,31
11724,77.0,51.0,128,2
11725,1284.5854487396543,652.4145512603457,1937,14
11726,169.70973884763555,332.29026115236445,502,26
11727,414.28986388331003,199.71013611669,614,15
11729,220.56424124945414,300.4357587505458,521,19
11730,95.0,0.0,95,1
11731,429.4334834893762,147.5665165106238,577,7
11733,657.8080450109942,38.19195498900585,696,5
11735,645.7312290555248,349.2687709444752,995,16
117353602,57.0,24.0,81,1
11738,309.25526133925166,167.74473866074834,477,9
11739,116.0,0.0,116,1
11740,164.76177834524978,107.23822165475022,272,4
11741,232.51127009807038,367.4887299019296,600,9
11742,223.0,258.0,481,6
11743,1217.7690920500934,540.2309079499066,1758,18
11746,1447.8337867188714,620.1662132811285,2068,31
11747,722.3131819232149,93.68681807678517,816,7
117472023,137.0,0.0,137,1
11749,109.12225639632565,136.87774360367433,246,3
11751,103.90796633543827,18.092033664561725,122,3
117512612,0.0,135.0,135,1
11752,392.65637580168715,65.34362419831287,458,6
11753,86.13801172233131,202.86198827766867,289,5
11754,331.5238388117012,208.47616118829882,540,6
11755,7.246281986121051,285.75371801387894,293,6
11756,1022.238315086795,280.7616849132051,1303,22
117565024,0.0,80.0,80,1
11757,617.8604100272596,564.1395899727404,1182,32
117575433,4.5600000000000005,11.44,16,1
11758,991.7020355793961,614.2979644206039,1606,24
117585320,0.0,220.0,220,1
11762,9.797757449759736,424.20224255024027,434,5
11763,675.8056288612052,263.19437113879485,939,16
11764,321.0,47.0,368,4
117641635,0.0,105.0,105,1
117642035,0.0,85.0,85,1
11765,0.0,72.0,72,1
11766,244.30845610774182,72.69154389225818,317,4
11767,128.70815112225034,79.29184887774966,208,3
11768,505.7121187874417,272.2878812125583,778,9
117682536,62.0,30.0,92,1
117685128,0.0,40.0,40,1
11769,136.0,21.0,157,1
11771,66.0,154.0,220,2
11772,692.2759129014447,261.7240870985553,954,15
11776,97.73111041008846,80.26888958991155,178,8
11777,197.0,51.0,248,4
11778,119.40599795480117,185.59400204519883,305,4
11779,1305.2957672534512,470.70423274654877,1776,23
11780,42.27623309469336,129.72376690530663,172,4
11782,111.77845212814125,287.2215478718588,399,7
11783,365.36329837632775,235.63670162367225,601,10
11784,121.52813646763553,339.47186353236447,461,10
11786,94.77676071981047,78.22323928018953,173,4
11787,595.0,653.0,1248,15
117874307,170.0,44.0,214,1
11788,581.1364967690881,116.86350323091182,698,9
11790,280.0,16.0,296,3
11791,1074.1288661924004,413.87113380759945,1488,16
11792,147.3295905509408,119.6704094490592,267,3
11793,558.9120589332884,267.08794106671155,826,11
11794,160.0,0.0,160,1
11795,563.8700118465565,142.1299881534435,706,5
11796,0.0,55.0,55,1
11797,770.0,55.0,825,5
11798,130.46341479447918,663.5365852055209,794,12
11801,815.5871805321975,539.4128194678025,1355,30
118014617,0.0,72.0,72,1
11803,1432.0674985219034,459.9325014780965,1892,13
11901,533.5288824220066,382.47111757799337,916,20
11931,72.0,0.0,72,1
11932,16.0,0.0,16,1
11933,2.0338323443978217,122.96616765560218,125,2
11934,144.0723259174832,133.9276740825168,278,6
11935,38.0,40.0,78,2
11937,123.0,500.0,623,5
11940,0.0,151.0,151,1
11941,4.16795716806984,11.83204283193016,16,1
11946,46.473584664834874,66.52641533516513,113,3
11948,70.0,0.0,70,1
11949,121.0,8.0,129,1
11950,98.34948863037246,127.65051136962752,226,15
119504104,0.0,120.0,120,1
11951,131.03859240032403,55.96140759967598,187,7
11953,577.0177511897217,181.9822488102783,759,9
11954,59.0,0.0,59,1
11955,110.0,0.0,110,2
11959,26.0,0.0,26,1
11960,0.0,82.0,82,1
11961,6.270721475321208,91.72927852467879,98,3
11962,0.0,16.0,16,1
11963,0.0,108.0,108,1
11967,182.54850868215425,332.4514913178457,515,23
11968,223.0,0.0,223,3
11971,132.0,40.0,172,2
11973,89.0,0.0,89,1
11975,89.0,0.0,89,1
11977,121.0,0.0,121,1
11978,177.72496406668486,69.27503593331514,247,4
11980,522.0,75.0,597,3
12009,6.173784586044292,81.82621541395571,88,4
12010,627.9975027392582,389.00249726074185,1017,13
120102010,0.0,44.0,44,1
120105108,2.2800000000000002,5.72,8,1
12018,7.873123526893734,60.126876473106265,68,4
12019,24.093076704251725,219.90692329574827,244,12
12020,727.4527135967561,508.5472864032439,1236,25
120204415,99.0,0.0,99,1
12022,0.0,20.0,20,1
12027,2.0190275812493503,5.98097241875065,8,1
120279401,104.0,21.0,125,1
12028,3.281079152798675,12.718920847201325,16,1
12033,177.0,150.0,327,4
12037,0.0,68.0,68,1
12043,209.80932606161986,107.19067393838014,317,6
12045,0.0,20.0,20,1
12047,197.80957251840545,242.19042748159453,440,12
120472849,64.0,0.0,64,1
120475003,61.0,0.0,61,1
12051,22.0,30.0,52,2
12053,57.404414479443915,66.59558552055609,124,3
12054,131.5813840803746,447.4186159196254,579,9
120541306,36.0,0.0,36,1
120541307,75.0,0.0,75,1
12056,64.0,0.0,64,1
120564310,34.0,7.0,41,1
12057,6.6162039485710515,9.383796051428948,16,1
12061,62.00463520601109,188.99536479398893,251,7
120612261,137.0,14.0,151,1
12065,1304.7966797982986,923.2033202017013,2228,35
120653143,18.0,0.0,18,1
120653614,64.0,20.0,84,1
120653837,97.0,20.0,117,1
120653852,138.0,43.0,181,1
12067,2.7194435551076657,13.280556444892333,16,1
12068,3.821698534209742,188.17830146579024,192,3
12074,5.641704139001271,31.35829586099873,37,2
12077,3.148050567535746,79.85194943246425,83,2
120772986,89.0,0.0,89,1
12078,245.87382410754066,410.12617589245934,656,10
12083,38.918544405810366,84.08145559418963,123,3
120834714,4.5600000000000005,11.44,16,1
12084,0.0,140.0,140,2
12085,54.0,20.0,74,1
12086,75.1020583917766,61.8979416082234,137,3
12090,76.0,0.0,76,1
12093,5.414697040621627,10.585302959378373,16,1
12095,183.1095586720383,298.8904413279617,482,11
120951224,2.2800000000000002,5.72,8,1
120951233,2.2800000000000002,5.72,8,1
120953103,2.2800000000000002,5.72,8,1
12110,479.16815613823354,205.83184386176643,685,17
121102230,132.0,0.0,132,1
12116,1.6101850676484855,6.3898149323515145,8,1
12117,15.0,0.0,15,1
121173984,2.2800000000000002,5.72,8,1
12118,127.18099472105246,248.81900527894754,376,7
12120,2.8500197830956555,5.1499802169043445,8,1
12122,47.203975971808106,116.7960240281919,164,4
12123,72.84863663873232,87.15136336126768,160,4
12124,6.0,2.0,8,1
12134,0.0,80.0,80,1
12136,4.334637369920824,11.665362630079176,16,1
12137,1.4860510011606096,6.513948998839391,8,1
121382911,4.5600000000000005,11.44,16,1
12140,3.733458219397601,48.266541780602395,52,2
12143,92.73905392460826,23.26094607539175,116,5
12144,314.17283970962194,203.82716029037803,518,11
121449638,4.5600000000000005,11.44,16,1
12148,1.9167399579651727,66.08326004203482,68,2
12149,0.0,40.0,40,1
12151,2.4425734403853983,5.557426559614602,8,1
12154,5.800594719803002,62.19940528019699,68,3
12155,45.60435284917842,22.39564715082158,68,3
12157,135.4832947123405,111.5167052876595,247,4
12158,4.867535605395795,63.1324643946042,68,3
121581207,34.0,10.0,44,1
12159,118.0,0.0,118,1
12160,3.621365868797355,4.378634131202645,8,1
12167,4.73761216640364,11.26238783359636,16,1
12170,64.74408559896314,94.25591440103686,159,2
12172,91.0,40.0,131,1
12180,878.1649943013016,734.8350056986984,1613,39
121804317,4.5600000000000005,11.44,16,1
121808347,136.0,12.0,148,1
121809187,4.5600000000000005,11.44,16,1
121809649,4.5600000000000005,11.44,16,1
12182,241.70995861109733,368.29004138890264,610,11
121822417,4.5600000000000005,11.44,16,1
12183,7.314820695932855,8.685179304067145,16,1
12184,67.14612486474333,121.85387513525667,189,5
121842304,31.0,10.0,41,1
12186,2.0809175039104986,143.91908249608952,146,2
121869713,49.0,30.0,79,1
12187,5.075728839808059,10.92427116019194,16,1
12188,77.55467581399387,68.44532418600613,146,4
12189,69.61310321326178,253.3868967867382,323,11
121891811,215.0,0.0,215,1
12190,5.915147607492211,10.08485239250779,16,1
12196,27.0,64.0,91,2
12197,7.336090686652968,16.663909313347034,24,2
121972221,2.2800000000000002,5.72,8,1
121974006,2.2800000000000002,5.72,8,1
12198,67.60756788635736,19.392432113642634,87,5
12202,43.05266773731471,239.9473322626853,283,11
122021655,54.0,0.0,54,1
12203,421.7251699436276,516.2748300563724,938,18
122034304,71.0,30.0,101,1
122034419,4.5600000000000005,11.44,16,1
122037025,139.0,34.0,173,1
12204,0.0,30.0,30,1
12205,377.65306081386274,638.3469391861373,1016,21
122052209,118.0,0.0,118,1
122052432,48.0,20.0,68,1
12206,413.417498877482,589.5825011225181,1003,18
122061821,51.0,0.0,51,1
12207,0.0,115.0,115,2
122071413,107.0,0.0,107,1
122072335,94.0,28.0,122,1
12208,198.27541510883762,287.7245848911624,486,10
122081712,222.0,72.0,294,1
122081771,139.0,0.0,139,1
122081928,104.0,0.0,104,1
12209,246.14307261659584,321.8569273834042,568,13
12210,260.91555445191676,217.08444554808324,478,13
122101131,82.0,0.0,82,1
122101538,18.0,0.0,18,1
122102729,129.0,0.0,129,1
12211,90.71335455445617,130.28664544554383,221,9
122112345,110.0,0.0,110,1
12220,85.0,0.0,85,1
12240,87.0,0.0,87,1
12242,1.9,3.1,5,1
12302,390.7458946294683,271.2541053705317,662,19
123021229,0.0,44.0,44,1
123025801,70.0,0.0,70,1
12303,229.82563721688447,440.1743627831155,670,29
123033722,74.0,18.0,92,1
123035439,64.0,10.0,74,1
123035670,120.0,0.0,120,1
12304,462.047965062344,251.95203493765598,714,21
123041632,106.0,10.0,116,1
123042247,43.0,0.0,43,1
123042423,88.0,0.0,88,1
12305,193.0,43.0,236,5
12306,417.7505179015303,167.24948209846968,585,23
12307,62.91401400400813,221.0859859959919,284,18
12308,161.92297041542278,109.07702958457722,271,9
123080000,46.0,0.0,46,1
12309,331.9278115814608,576.0721884185392,908,20
123092834,44.0,0.0,44,1
123094301,143.0,0.0,143,1
12401,574.3182505127546,323.68174948724544,898,28
12404,0.0,80.0,80,1
12405,4.221502995909128,3.7784970040908723,8,1
12406,34.0,0.0,34,1
12413,59.01115139853163,26.98884860146837,86,3
12414,22.758966802869505,193.2410331971305,216,6
12419,3.3591027765319468,4.640897223468054,8,1
12428,66.73281786155559,88.26718213844443,155,8
12431,2.5574022242870056,5.4425977757129935,8,1
12432,0.0,102.0,102,1
12434,2.8255869202332438,5.174413079766756,8,1
