batch,facility_id,zipcode,latitude,longitude,added_slots,cost
batch_13,886348,13760,42.113693,-76.023976,3,12900.0
batch_13,837851,11713,40.774577,-72.949436,44,73057.14285714286
batch_13,865469,11713,40.760387,-72.935463,18,35600.0
batch_13,880542,11713,40.775933,-72.953461,6,17100.0
batch_13,194273,11713,40.793255,-72.954688,6,17100.0
batch_13,399658,11713,40.77353269113983,-72.94696016722447,6,17100.0
batch_13,415150,11713,40.795097,-72.951155,3,12900.0
batch_13,868280,12009,42.699842,-74.026907,13,27047.058823529413
batch_13,904375,12009,42.71308,-73.930089,12,26000.0
batch_13,600933,12009,42.703873,-73.968044,6,17100.0
batch_13,270568,12009,42.711749,-74.044388,3,12900.0
batch_13,40779,14042,42.505677,-78.48009,15,31092.30769230769
batch_13,532148,11704,40.700655,-73.352925,95,149349.79079497908
batch_13,603273,11704,40.728389,-73.356319,68,108600.0
batch_13,805656,11704,40.701258,-73.343107,42,71000.0
batch_13,406209,11704,40.72064,-73.371673,32,55004.87804878049
batch_13,223043,11704,40.716983,-73.356785,6,17100.0
batch_13,105208,11704,40.737287,-73.350546,6,17100.0
batch_13,111611,11704,40.738087,-73.361371,6,17100.0
batch_13,874611,11704,40.728131,-73.345471,6,17100.0
batch_13,300714,11704,40.720699,-73.373939,6,17100.0
batch_13,867980,11704,40.730342,-73.353108,6,17100.0
batch_13,880543,11704,40.722952,-73.365415,6,17100.0
batch_13,804767,11704,40.732304,-73.36175,6,17100.0
batch_13,828307,11704,40.717221,-73.372902,6,17100.0
batch_13,792289,11704,40.7308,-73.349879,6,17100.0
batch_13,823839,11704,40.725181,-73.357817,6,17100.0
batch_13,893195,11704,40.736682,-73.367206,6,17100.0
batch_13,900163,11704,40.721021,-73.374155,6,17100.0
batch_13,318928,11704,40.740238,-73.352739,6,17100.0
batch_13,909599,11704,40.677067,-73.80486,6,17100.0
batch_13,883616,11704,40.709082,-73.348742,6,17100.0
batch_13,893193,11704,40.724459,-73.349034,6,17100.0
batch_13,900086,11704,40.721737,-73.3644,6,17100.0
batch_13,900098,11704,40.723201,-73.374443,6,17100.0
batch_13,885554,11704,40.737942,-73.368843,6,17100.0
batch_13,408914,11704,40.706672,-73.343952,3,12900.0
batch_13,834812,11704,40.722232,-73.340243,3,12900.0
batch_13,24895,11704,40.73755667,-73.36336,3,12900.0
batch_13,892562,11704,40.737332,-73.361798,3,12900.0
batch_13,908942,11704,40.699366,-73.344871,3,12900.0
batch_13,893066,11704,40.733179,-73.369851,3,12900.0
batch_13,352779,11778,40.945903,-72.94232,54,87283.21167883213
batch_13,413148,11778,40.947231,-72.931568,40,67000.0
batch_13,413145,11778,40.938085,-72.940287,24,43400.0
batch_13,885105,11778,40.951639,-72.912572,3,12900.0
batch_13,841997,10927,41.199532,-73.966666,111,172956.98924731184
batch_13,44774,10927,41.19264,-73.962081,48,78800.0
batch_13,41696,10927,41.197829,-73.963112,16,31219.04761904762
batch_13,201111,10927,41.198586,-73.965845,16,31600.0
batch_13,406505,10927,41.198104,-73.963138,7,19377.77777777778
batch_13,417454,10927,41.191901,-73.968259,6,17100.0
batch_13,821990,10927,41.199308,-73.978682,6,17100.0
batch_13,836598,10927,41.201719,-73.979167,6,17100.0
batch_13,30896,10927,41.199478,-73.966628,6,17100.0
batch_13,895931,10927,41.197177,-73.98059,6,17100.0
batch_13,906028,10927,41.198441,-73.970028,6,17100.0
batch_13,885235,10927,41.200521,-73.968416,6,17100.0
batch_13,916600,10927,41.19989,-73.972803,3,12900.0
batch_13,888303,12953,44.854102,-74.336199,38,63635.051546391755
batch_13,45069,12953,44.847703,-74.297833,19,36916.666666666664
batch_13,686623,12953,44.839555,-74.297799,16,31600.0
batch_13,791498,12953,44.845286,-74.29051,10,23492.307692307695
batch_13,135331,12953,44.847878,-74.297567,8,19800.0
batch_13,783753,12953,44.895463,-74.294256,6,17100.0
batch_13,919528,12953,44.858611,-74.298734,6,17100.0
batch_13,897277,12953,44.848399,-74.285024,6,17100.0
batch_13,921227,12953,44.846389,-74.299487,6,17100.0
batch_13,477980,12953,44.793624,-74.304847,6,17100.0
batch_13,854602,12953,44.847195,-74.282659,3,12900.0
batch_13,14174,12953,44.850421,-74.282338,3,12900.0
batch_13,848112,12953,44.849055410669735,-74.29330471581244,3,12900.0
batch_13,22987,12953,44.841671,-74.289641,3,12900.0
batch_13,735792,14219,42.792188,-78.849161,34,59200.0
batch_13,872682,14219,42.796049,-78.823744,17,33327.27272727273
batch_13,44216,14219,42.796049,-78.823744,7,19377.77777777778
batch_13,142310,14219,42.804663,-78.820934,6,17100.0
batch_13,11875,14219,42.773223,-78.833607,6,17100.0
batch_14,821715,13676,44.66323,-74.966649,41,69961.16504854368
batch_14,910273,13676,44.689214,-74.986501,32,55101.234567901236
batch_14,134735,13676,44.6759,-74.9733,16,31219.04761904762
batch_14,218416,13676,44.673079,-74.987905,6,17100.0
batch_14,13681,13074,43.302611,-76.486863,6,17100.0
batch_14,892090,13074,43.32398,-76.584312,6,17100.0
batch_14,271801,13074,43.299153,-76.48758,3,12900.0
batch_14,45338,12090,42.900458,-73.358913,30,52894.73684210527
batch_14,851453,14521,42.680193,-76.823261,3,12900.0
batch_14,41899,13407,43.003549,-75.005783,14,29400.0
batch_14,724378,13407,42.99206415496211,-74.98526254897685,6,17100.0
batch_14,898513,13407,43.006674,-75.020817,6,17100.0
batch_14,44457,12944,44.512533,-73.49226,7,19377.77777777778
batch_14,691708,13439,42.854169,-74.989048,6,17600.0
batch_14,637203,14201,42.894227,-78.888357,73,117178.14207650273
batch_14,39491,14201,42.894718,-78.886988,54,88400.0
batch_14,45291,14201,42.897368,-78.884622,42,69250.46728971963
batch_14,416503,14201,42.894227,-78.888357,33,57057.142857142855
batch_14,564465,14201,42.903074,-78.881393,31,54848.101265822785
batch_14,902935,14201,42.89684,-78.892175,3,12900.0
batch_14,43546,11701,40.69893,-73.409172,74,118156.98924731184
batch_14,40709,11701,40.710304,-73.407326,42,71000.0
batch_14,837522,11701,40.69698,-73.404662,6,17100.0
batch_14,765514,11701,40.699009,-73.424023,6,17100.0
batch_14,866544,11701,40.697535,-73.408735,6,17100.0
batch_14,28929,11701,40.701506,-73.410658,6,17100.0
batch_14,850866,11701,40.68378308623719,-73.41751682484066,6,17100.0
batch_14,878851,11701,40.691675,-73.414043,6,17100.0
batch_14,261081,11701,40.684578,-73.410723,6,17100.0
batch_14,882929,11701,40.698637,-73.406631,6,17100.0
batch_14,327052,11701,40.714794,-73.403071,6,17100.0
batch_14,720882,11701,40.711635,-73.4066,6,17100.0
batch_14,916327,11701,40.669395,-73.406255,6,17100.0
batch_14,900314,11701,40.690485,-73.414994,6,17100.0
batch_14,913436,11701,40.685081,-73.41162,6,17100.0
batch_14,905186,11701,40.74198,-73.263953,6,17100.0
batch_14,818671,11701,40.706855,-73.421441,6,17100.0
batch_14,867914,11701,40.711375,-73.40587,6,17100.0
batch_14,885244,11701,40.704467,-73.422814,6,17100.0
batch_14,917974,11701,40.68825,-73.42314,6,17100.0
batch_14,886503,11701,40.697777,-73.422224,6,17100.0
batch_14,885867,11701,40.701084,-73.422142,6,17100.0
batch_14,903904,11701,40.696656,-73.419898,6,17100.0
batch_14,892096,11701,40.694999,-73.40815,6,17100.0
batch_14,818045,11701,40.679847,-73.412229,3,12900.0
batch_14,303259,11701,40.691345,-73.417149,3,12900.0
batch_14,459749,11701,40.699711,-73.428598,3,12900.0
batch_14,874143,11701,40.704669,-73.408594,3,12900.0
batch_14,879731,14012,43.325743,-78.551564,3,12900.0
batch_14,42480,11968,40.88414,-72.398055,43,72362.96296296296
batch_14,754239,11968,40.900414,-72.400975,34,59200.0
batch_14,44700,11968,40.894705,-72.380774,12,26000.0
batch_14,26402,14105,43.213431,-78.47231,3,12900.0
batch_14,41504,14108,43.274335,-78.696505,12,26000.0
batch_14,268599,14108,43.27271946074484,-78.70723600579839,6,17100.0
batch_14,283483,10990,41.273086,-74.329468,38,64800.0
batch_14,43897,10990,41.263428,-74.361336,27,48741.17647058823
batch_14,886168,10990,41.277026,-74.326485,25,46336.50793650794
batch_14,868892,10990,41.251863,-74.351538,16,31600.0
batch_14,867857,10990,41.256093,-74.386274,15,31092.30769230769
batch_14,823469,10990,41.266165,-74.34505,14,27967.567567567567
batch_14,788611,10990,41.264172,-74.287645,6,17100.0
batch_14,256144,10990,41.267947,-74.362476,6,17100.0
batch_14,866045,10990,41.265711,-74.355979,6,17100.0
batch_14,23969,10990,41.26587337566821,-74.3599396846014,3,12900.0
batch_14,196753,10990,41.250868,-74.356235,3,12900.0
batch_14,547391,12018,42.637833,-73.54175,17,33327.27272727273
batch_14,843936,12018,42.637698,-73.570289,3,12900.0
batch_14,486244,12018,42.588492,-73.516951,3,12900.0
batch_14,814054,12018,42.635868,-73.572486,3,12900.0
batch_14,499923,10594,41.115665,-73.763681,6,17100.0
batch_14,390681,10594,41.117456,-73.772431,6,17100.0
batch_14,243204,11228,40.610667,-74.013297,120,184973.4219269103
batch_14,375497,11228,40.614061,-74.00655,89,139746.42857142858
batch_14,229185,11228,40.626575,-74.015024,88,137800.0
batch_14,684735,11228,40.6188,-74.0163,56,90600.0
batch_14,339159,11228,40.624254,-74.018534,46,76600.0
batch_14,854923,11228,40.619691,-74.000673,40,67000.0
batch_14,819426,11228,40.609151,-74.014634,6,17100.0
batch_14,735800,11228,40.617123,-74.024664,6,17100.0
batch_14,431042,11228,40.620366,-74.02149,6,17100.0
batch_14,830332,11228,40.623579,-74.013215,6,17100.0
batch_14,865748,11228,40.614205,-74.006861,6,17100.0
batch_14,918163,11228,40.614225,-74.00684,6,17100.0
batch_14,917025,11228,40.620285,-74.018414,6,17100.0
batch_14,779093,13032,43.080074,-75.754721,21,38977.77777777778
batch_14,44427,13032,43.085284,-75.752491,18,33659.574468085106
batch_14,364076,13032,43.082576,-75.749856,18,35600.0
batch_14,233693,13032,43.050107,-75.733341,6,17100.0
batch_14,146238,13032,43.08832528275919,-75.76083476980514,6,17100.0
batch_14,20425,13032,43.125124,-75.748018,6,17100.0
batch_14,914947,13032,43.127918,-75.725644,4,12866.666666666668
batch_14,721599,13032,43.074943,-75.755997,3,12900.0
batch_14,161161,13032,43.159328,-75.766331,3,12900.0
batch_14,892255,10506,41.205948,-73.64092,16,31600.0
batch_14,615234,10506,41.1908,-73.658,6,17100.0
batch_14,19720,10506,41.190420957701264,-73.6342634965617,6,17100.0
batch_14,34741,10506,41.190420957701264,-73.6342634965617,3,12900.0
batch_15,890059,13350,43.033329,-75.00099,17,34506.976744186046
batch_15,171674,13350,43.029019,-74.989633,16,31600.0
batch_15,874518,13350,43.023928,-74.97842,14,29177.777777777777
batch_15,564171,13350,43.024514,-74.99305,3,12900.0
batch_15,903012,13350,43.027547,-74.992647,3,12900.0
batch_15,104154,13827,42.10624,-76.228517,60,96800.0
batch_15,712398,13827,42.10624,-76.228517,25,45212.5
batch_15,844000,13827,42.170825,-76.216128,4,12866.666666666668
batch_15,914157,13827,42.127338,-76.342766,3,12900.0
batch_15,883987,13827,42.107671,-76.248566,3,12900.0
batch_15,825287,14727,42.217788,-78.273338,11,25057.142857142855
batch_15,812218,14727,42.092214,-78.25543,6,17100.0
batch_15,881565,14727,42.21793,-78.270787,6,17100.0
batch_15,878183,14727,42.18907186293976,-78.27521402960491,6,17100.0
batch_15,771743,14727,42.218969,-78.274669,6,17100.0
batch_15,875661,14727,42.183954,-78.237647,3,12900.0
batch_15,400876,14727,42.218682,-78.271731,3,12900.0
batch_15,14165,12027,42.902325,-73.912889,3,12900.0
batch_15,41016,12077,42.607043,-73.788606,30,53000.0
batch_15,31864,12077,42.600272,-73.782142,3,12900.0
batch_15,871129,14222,42.910092,-78.875529,48,78733.88429752066
batch_15,43908,14222,42.932272,-78.877159,32,55200.0
batch_15,671377,11782,40.762114,-73.088017,40,67000.0
batch_15,701812,11782,40.759374,-73.074036,36,61226.086956521736
batch_15,680394,11782,40.752792,-73.093806,35,60465.16853932584
batch_15,233098,11782,40.753079,-73.084456,28,49600.0
batch_15,419844,11782,40.741727,-73.079217,6,17100.0
batch_15,735084,11782,40.761836,-73.069084,6,17100.0
batch_15,34214,11782,40.761407,-73.068823,6,17100.0
batch_15,891027,13856,42.170543,-75.1266,23,42996.61016949153
batch_15,139022,13856,42.156696,-75.13594,14,29177.777777777777
batch_15,700180,13856,42.164441,-75.131167,3,12900.0
batch_15,246366,13856,42.175493,-75.133212,3,12900.0
batch_15,229050,13856,42.149258,-75.092877,3,12900.0
batch_15,896508,13856,42.17093,-75.129759,3,12900.0
batch_15,820524,13456,43.00649,-75.261869,6,17100.0
batch_15,867053,13733,42.298634,-75.481463,6,15658.823529411766
batch_15,881530,13733,42.304421,-75.428317,6,17100.0
batch_15,43188,13830,42.438796,-75.604763,8,19800.0
batch_15,867052,13830,42.446669,-75.593337,6,15658.823529411766
batch_15,167612,13830,42.44009,-75.595865,6,17100.0
batch_15,680386,13830,42.434178,-75.578119,3,12900.0
batch_15,871800,13830,42.367546,-75.644786,3,12900.0
batch_15,818094,13830,42.381481,-75.659604,3,12900.0
batch_15,871607,13830,42.425613,-75.612889,3,12900.0
batch_15,108969,11963,40.964315,-72.299588,43,72362.96296296296
batch_15,683249,11369,40.75818,-73.878748,80,126000.0
batch_15,614885,11369,40.764875,-73.871148,61,98122.07792207792
batch_15,709716,11369,40.764875,-73.871148,55,90371.01449275363
batch_15,709712,11369,40.758373,-73.8747,47,78499.15966386555
batch_15,844097,11369,40.758735,-73.892247,25,46336.50793650794
batch_15,741564,11369,40.770172,-73.873435,6,17100.0
batch_15,359590,11369,40.76079,-73.865331,6,17100.0
batch_15,783584,11369,40.763022,-73.880252,6,17100.0
batch_15,226793,11369,40.760364,-73.864961,6,17100.0
batch_15,861054,11369,40.759823,-73.878361,6,17100.0
batch_15,775575,11369,40.760216,-73.875013,6,17100.0
batch_15,780073,11369,40.76421,-73.864038,6,17100.0
batch_15,671308,11369,40.756749,-73.880684,6,17100.0
batch_15,713111,11369,40.7577,-73.875459,6,17100.0
batch_15,842775,11369,40.75774,-73.875522,6,17100.0
batch_15,393162,11369,40.76778,-73.868632,6,17100.0
batch_15,743025,11369,40.768705,-73.868806,6,17100.0
batch_15,222428,11369,40.760367,-73.872202,6,17100.0
batch_15,876595,11369,40.761814,-73.863964,6,17100.0
batch_15,669080,11369,40.763452,-73.881322,6,17100.0
batch_15,825780,11369,40.759122,-73.875407,6,17100.0
batch_15,879623,11369,40.757728,-73.873134,6,17100.0
batch_15,631492,11369,40.75934,-73.875444,6,17100.0
batch_15,920910,11369,40.764501,-73.868805,6,17100.0
batch_15,886284,11369,40.76158070453824,-73.87375150891677,6,17100.0
batch_15,841074,11369,40.76002,-73.872941,6,17100.0
batch_15,376529,11369,40.766781,-73.872024,6,17100.0
batch_15,874071,11369,40.764159,-73.874582,6,17100.0
batch_15,821761,11369,40.7657,-73.876602,6,17100.0
batch_15,856221,11369,40.764388,-73.869392,6,17100.0
batch_15,406334,14526,43.155853,-77.483644,61,99773.85620915034
batch_15,868622,14526,43.149605,-77.435958,53,87969.92481203008
batch_15,40938,14526,43.13417,-77.482586,48,78800.0
batch_15,42225,14526,43.130947,-77.447078,41,68884.61538461539
batch_15,39713,14526,43.148166,-77.454958,30,53000.0
batch_15,774776,14526,43.148965,-77.441877,6,17100.0
batch_15,417562,14526,43.182428,-77.465829,3,12900.0
batch_15,394398,14526,43.135958,-77.476041,3,12900.0
batch_15,499040,12972,44.581096,-73.537462,16,31600.0
batch_15,865950,12972,44.584456,-73.543836,6,17100.0
batch_15,804305,12972,44.576524,-73.473035,6,17100.0
batch_15,827592,12972,44.550926,-73.449106,6,17100.0
batch_15,843104,13041,43.164083,-76.197045,79,125779.79797979798
batch_15,865348,13041,43.174208,-76.142499,6,17100.0
batch_15,887490,13041,43.170177,-76.149389,6,17100.0
batch_15,329297,13041,43.170452,-76.14937,6,17100.0
batch_15,900172,13041,43.155047,-76.139256,6,17100.0
batch_15,525069,13041,43.17362273655248,-76.17072958775901,3,12900.0
batch_15,786482,13041,43.156688,-76.139718,3,12900.0
batch_15,596375,13041,43.17362273655248,-76.17072958775901,3,12900.0
batch_15,866469,13041,43.162688,-76.160045,3,12900.0
batch_15,359860,13041,43.165713,-76.14982,3,12900.0
batch_15,177249,13073,42.585077,-76.369789,24,43400.0
batch_15,442177,13073,42.607475,-76.369071,6,17100.0
batch_15,844824,13073,42.569423,-76.477429,6,17100.0
batch_15,451803,13073,42.574365,-76.453011,3,12900.0
batch_15,29121,13073,42.593454,-76.366795,2,8114.285714285714
batch_15,886174,12118,42.901797,-73.698782,67,107776.19047619047
batch_15,841083,12118,42.960009,-73.789483,45,76164.6017699115
batch_15,40697,12118,42.902673,-73.68685,16,31600.0
batch_15,924081,12118,42.902671,-73.686848,8,19419.04761904762
batch_15,707616,12118,42.907159,-73.692009,7,19377.77777777778
batch_15,339924,12118,42.918181,-73.694288,3,12900.0
batch_15,864327,12118,42.91635843132171,-73.72131455026077,3,12900.0
batch_15,675422,13030,43.153321,-75.917691,3,12900.0
batch_15,2551,13030,43.149864,-75.982677,3,12900.0
batch_15,915948,13329,43.103451,-74.777638,4,14200.0
batch_15,810278,13329,43.10742,-74.667204,3,12900.0
batch_15,884059,13329,43.104033,-74.772831,3,12900.0
batch_15,876527,12833,43.110055,-73.857237,6,17100.0
batch_15,867774,12144,42.665122,-73.701763,67,107728.99408284025
batch_15,267238,12144,42.656675,-73.731416,40,66920.79207920791
batch_15,40692,12144,42.620975,-73.723215,40,67000.0
batch_15,45212,12144,42.643618,-73.742093,24,43400.0
batch_15,798420,12144,42.652432,-73.696741,9,21300.0
batch_15,865899,12144,42.625995,-73.727505,6,17100.0
batch_15,837756,12144,42.636541,-73.738315,6,17100.0
batch_15,211114,12144,42.63603148543244,-73.72171010808135,3,12900.0
batch_15,737294,12144,42.599501,-73.720831,3,12900.0
batch_15,906069,12144,42.634767,-73.748054,3,12900.0
batch_15,905766,12144,42.657222,-73.703274,3,12900.0
batch_17,826825,10019,40.766037,-73.98953,91,143147.5982532751
batch_17,848308,10019,40.765963,-73.989358,50,81074.0157480315
batch_17,73566,10019,40.766436,-73.992425,40,67000.0
batch_17,826115,10019,40.763979,-73.985859,24,43141.93548387097
batch_17,431806,10019,40.76637,-73.993477,6,17100.0
batch_17,741983,10019,40.760598,-73.983401,4,13472.727272727272
batch_17,853113,10019,40.76326,-73.988021,3,12900.0
batch_17,412458,10019,40.767459,-73.990226,3,12900.0
batch_17,380174,10019,40.766769,-73.99247,3,12900.0
batch_17,52235,10019,40.765608,-73.990905,3,12900.0
batch_17,66813,10019,40.76225,-73.988324,3,12900.0
batch_17,64373,10019,40.764859,-73.993758,2,10666.666666666668
batch_17,769684,10536,41.251051,-73.683803,28,49600.0
batch_17,41340,10536,41.268104,-73.647732,28,49600.0
batch_17,744230,10536,41.257619,-73.685798,27,48626.086956521736
batch_17,43497,10536,41.267417,-73.652482,20,37800.0
batch_17,44017,10536,41.249956,-73.693039,16,31600.0
batch_17,710183,10536,41.282122,-73.708613,6,17100.0
batch_17,769197,10570,41.137032,-73.78416,70,110909.604519774
batch_17,160975,10570,41.133256,-73.791924,55,90313.6690647482
batch_17,477451,11715,40.750069,-73.037528,16,31600.0
batch_17,39343,12569,41.673107,-73.805727,42,70924.52830188679
batch_17,272196,12569,41.746012,-73.814913,24,43400.0
batch_17,548798,12569,41.75157,-73.799521,6,17100.0
batch_17,232106,12569,41.765033,-73.806488,5,14742.857142857141
batch_17,889115,13619,43.987329,-75.646299,92,144000.0
batch_17,252540,13619,44.024538,-75.735795,35,60465.16853932584
batch_17,146381,13619,43.980343,-75.655599,16,31600.0
batch_17,43207,13619,43.979962,-75.597314,8,19800.0
batch_17,39591,13619,43.980972,-75.609924,8,19800.0
batch_17,885031,13619,44.034695,-75.719496,6,17100.0
batch_17,801483,13619,43.973178,-75.618091,6,17100.0
batch_17,1128,13619,43.933904,-75.592856,3,12900.0
batch_17,253878,13619,43.980325,-75.601718,3,12900.0
batch_17,208296,13619,43.97886861568629,-75.60248264753058,3,12900.0
batch_17,847045,13619,44.022053,-75.714439,3,12900.0
batch_17,884416,13092,42.626832,-76.469025,3,12900.0
batch_17,629725,12992,44.784707,-73.49468,3,12900.0
batch_17,425696,12992,44.839405,-73.517066,3,12900.0
batch_17,648434,11795,40.71305,-73.310687,134,206376.19047619047
batch_17,839125,11795,40.728041,-73.301972,88,137800.0
batch_17,229356,11795,40.6944,-73.288789,52,85000.0
batch_17,437184,11795,40.73823,-73.303352,4,12866.666666666668
batch_17,159211,11795,40.714266,-73.295315,3,12900.0
batch_17,895800,13732,42.056356,-76.125621,24,43400.0
batch_17,816997,13732,42.060273,-76.16526,16,31219.04761904762
batch_17,26286,13732,42.053937,-76.137333,6,17100.0
batch_17,139278,13732,42.058045,-76.143988,3,12900.0
batch_17,536937,13413,43.067044,-75.285587,42,71000.0
batch_17,131801,13413,43.056229,-75.22943,25,45212.5
batch_17,42566,13413,43.094699,-75.27745,22,39919.29824561404
batch_17,891405,13413,43.073243,-75.323236,16,31600.0
batch_17,891406,13413,43.061257,-75.258955,12,26000.0
batch_17,891407,13413,43.070325,-75.284273,12,26000.0
batch_17,799253,13413,43.068526,-75.233277,6,17100.0
batch_17,905583,13413,43.071837,-75.29698,6,17100.0
batch_17,38201,13413,43.072608,-75.329399,3,12900.0
batch_17,10903,13413,43.072358,-75.327925,3,12900.0
batch_17,773593,13142,43.623932,-76.128552,6,17100.0
batch_17,160591,13142,43.565262,-76.125458,6,17100.0
batch_17,894404,13142,43.586711,-76.103475,3,12900.0
batch_17,877267,13637,44.085333,-75.807646,24,43400.0
batch_17,767756,13637,44.085333,-75.807646,13,27047.058823529413
batch_17,735281,13637,44.106619,-75.757271,6,17100.0
batch_17,840772,13637,44.118922,-75.814462,6,17100.0
batch_17,124341,13637,44.08152092967119,-75.83090284162574,6,17100.0
batch_17,467167,13637,44.046556,-75.868181,6,17100.0
batch_17,520753,13637,44.080496,-75.826834,6,17100.0
batch_17,873650,13637,44.077702,-75.832059,3,12900.0
batch_17,921168,13637,44.044067,-75.858417,2,12000.0
batch_17,894325,14009,42.527541,-78.448917,25,45212.5
batch_17,40608,14009,42.534766,-78.420558,16,31219.04761904762
batch_17,907355,14009,42.534128,-78.410902,6,17100.0
batch_17,875187,14031,42.995385,-78.637224,18,33659.574468085106
batch_17,243024,14031,42.98565,-78.643992,17,33327.27272727273
batch_17,778312,14031,42.980957,-78.584048,6,17100.0
batch_17,904684,14031,42.968056,-78.660073,6,17100.0
batch_17,875648,12865,43.144108,-73.417114,6,17100.0
batch_17,813347,12865,43.259189,-73.289759,3,12900.0
batch_17,857702,12866,43.087081,-73.808247,54,87283.21167883213
batch_17,278042,12866,43.067063,-73.800393,40,67000.0
batch_17,873528,12866,43.092212,-73.743073,32,55101.234567901236
batch_17,231439,12866,41.599888,-74.310902,32,55200.0
batch_17,873416,12866,43.074047,-73.764354,21,40724.52830188679
batch_17,875316,12866,43.059887,-73.817692,17,33327.27272727273
batch_17,429389,12866,43.081088,-73.767035,17,33327.27272727273
batch_17,891439,12866,43.09817,-73.776593,17,33327.27272727273
batch_17,820985,12866,43.134484,-73.850032,17,33327.27272727273
batch_17,592633,12866,43.118777,-73.750759,16,31600.0
batch_17,670663,12866,43.081088,-73.767035,8,19800.0
batch_17,693595,12866,43.043865,-73.827687,6,17100.0
batch_17,156512,12866,43.117412,-73.733902,6,17100.0
batch_17,287464,12866,43.049606,-73.835626,6,17100.0
batch_17,808132,12866,43.037892,-73.829808,4,12866.666666666668
batch_17,782403,12866,43.077545,-73.792405,4,12866.666666666668
batch_17,25778,12866,43.05902,-73.84127,3,12900.0
batch_17,395979,12866,43.052219,-73.834487,3,12900.0
batch_17,340884,12095,43.018377,-74.347157,64,102400.0
batch_17,922035,12095,43.021713,-74.372125,24,43400.0
batch_17,922036,12095,43.008395,-74.380861,24,43400.0
batch_17,922037,12095,42.998751,-74.370636,22,41200.0
batch_17,867775,12095,43.014201,-74.356631,16,31600.0
batch_17,41871,12095,42.982458,-74.298186,11,24786.206896551725
batch_17,921965,12095,43.011929,-74.362976,9,21300.0
batch_17,921752,12095,42.973096,-74.350803,6,17100.0
batch_17,616705,12095,42.980491,-74.344467,6,17100.0
batch_17,753424,12095,43.00695173664967,-74.37132737788578,5,14742.857142857141
batch_17,828467,12095,43.021867,-74.359606,3,12900.0
batch_17,718152,12564,41.561164,-73.595047,36,61400.0
batch_17,582851,12564,41.538655,-73.584708,17,33327.27272727273
batch_17,38552,12564,41.5752048204854,-73.59473890036828,3,12900.0
batch_17,797482,13656,44.193677,-75.965238,50,82800.0
batch_17,221283,13656,44.201362,-75.965702,3,12900.0
batch_17,840239,13656,44.192889,-75.968221,3,12900.0
batch_17,913734,13656,44.19895095484398,-75.95742430776544,3,12900.0
batch_19,485890,10998,41.359041,-74.502024,17,34506.976744186046
batch_19,40113,13849,42.3255,-75.311078,8,19800.0
batch_19,217343,13849,42.321546,-75.35731,6,17100.0
batch_19,909053,13849,42.313316,-75.337942,6,17100.0
batch_19,720367,14747,42.137509,-79.118033,3,12900.0
batch_19,14914,14747,42.107227,-79.124756,2,8114.285714285714
batch_19,615037,13730,42.220812,-75.529085,3,12900.0
batch_19,475810,10980,41.226022,-73.986237,69,111576.87861271676
batch_19,324214,10980,41.240069,-73.990679,16,31600.0
batch_19,876426,10980,41.22834223803132,-73.99518028331251,6,17100.0
batch_19,878488,10980,41.229531,-74.013065,6,17100.0
batch_19,867811,10980,41.219378,-73.996671,6,17100.0
batch_19,908130,10980,41.219239,-73.988621,6,17100.0
batch_19,909300,10980,41.222948,-73.986542,6,17100.0
batch_19,917131,10980,41.24432,-73.988597,6,17100.0
batch_19,894584,10980,41.246242,-73.996045,6,17100.0
batch_19,894102,10980,41.223319,-73.99689,6,17100.0
batch_19,899789,10980,41.22834223803132,-73.99518028331251,3,12900.0
batch_19,890712,11693,40.589589,-73.805555,55,90313.6690647482
batch_19,709654,11693,40.589589,-73.805555,40,66843.13725490196
batch_19,878191,11693,40.589589,-73.805555,28,49487.32394366197
batch_19,675079,11693,40.585004,-73.817069,6,17100.0
batch_19,832567,12747,41.73541575826549,-74.67367750130603,3,12900.0
batch_19,922022,11709,40.905988,-73.566402,17,33327.27272727273
batch_19,28384,11709,40.908486,-73.539303,3,12900.0
batch_19,861575,11740,40.868859,-73.347351,64,102400.0
batch_19,42228,11740,40.866104,-73.354912,24,43268.8524590164
batch_19,42651,11740,40.868875,-73.351064,17,34506.976744186046
batch_19,670507,11740,40.872053,-73.361427,3,12900.0
batch_19,918822,14067,43.194817,-78.579421,22,41057.142857142855
batch_19,778703,14067,43.198129,-78.573191,6,17100.0
batch_19,782407,14772,42.164507,-78.966681,36,61226.086956521736
batch_19,888218,14772,42.163749,-78.968019,6,17100.0
batch_19,42475,13655,44.979126,-74.693324,25,45212.5
batch_19,45127,13655,44.979126,-74.693324,19,36755.10204081633
batch_19,890137,13865,42.100507,-75.775829,24,43400.0
batch_19,864124,13865,42.123603,-75.677718,6,17100.0
batch_19,843748,12871,43.096847,-73.584242,6,17100.0
batch_19,659512,12871,43.08837807689863,-73.60089403970268,3,12900.0
batch_19,841960,11790,40.875193,-73.123878,55,90371.01449275363
batch_19,636717,11790,40.924144,-73.142954,45,74494.73684210527
batch_19,682327,11790,40.9156,-73.14544,17,33327.27272727273
batch_19,910255,11694,40.579992,-73.833114,85,135181.22065727698
batch_19,717006,11694,40.58095,-73.831671,72,114200.0
batch_19,684747,11694,40.58628,-73.822861,62,100148.71794871797
batch_19,908453,11694,40.577157,-73.854393,49,80703.2258064516
batch_19,851783,11694,40.576555,-73.854043,15,31092.30769230769
