batch,location_id,zipcode,latitude,longitude,size,added_slots,build_cost,equip_cost_0_5
batch_23,18370,10965,41.07189871283349,-74.0068677941261,small,100,65000.0,8000.0
batch_23,122768,14059,42.84165348727311,-78.62550079597644,medium,200,95000.0,16000.0
batch_23,78701,12843,43.58794672346324,-73.92446581607854,small,100,65000.0,8000.0
batch_23,52701,12130,42.43862639005846,-73.66696143468423,small,100,65000.0,8000.0
batch_23,106594,13608,44.2438134934219,-75.59184367399219,small,100,65000.0,8000.0
batch_23,39632,11764,40.95260376543805,-73.00119790369581,small,100,65000.0,8000.0
batch_23,40529,11777,40.95552434052094,-73.05804440971451,small,100,65000.0,8000.0
batch_23,60700,12423,42.37938451773017,-74.10858126299995,small,100,65000.0,8000.0
batch_23,113240,13746,42.28740819749243,-75.8377361243993,small,100,65000.0,8000.0
batch_23,89410,13060,43.01583569822398,-76.4256192012513,small,100,65000.0,8000.0
batch_23,76811,12816,43.05564198151795,-73.3909721165697,small,100,65000.0,8000.0
batch_23,118926,13864,42.31199812910655,-76.39507774655793,small,100,65000.0,8000.0
batch_23,82401,12921,44.87862251469014,-73.44059386886912,medium,200,95000.0,16000.0
batch_23,102342,13431,43.20192265069307,-75.07943095964065,small,100,65000.0,8000.0
batch_23,13136,10589,41.34166213684404,-73.70371612573057,small,100,65000.0,8000.0
batch_23,124564,14092,43.17985786955604,-79.01423544462396,small,100,65000.0,8000.0
batch_23,78300,12837,43.52899417860717,-73.24965560504714,small,100,65000.0,8000.0
batch_23,80801,12878,43.41921698998763,-73.94189374066524,small,100,65000.0,8000.0
batch_23,106737,13613,44.852980089670815,-74.7373457666648,small,100,65000.0,8000.0
batch_23,78102,12835,43.30893266610882,-73.83843534344683,small,100,65000.0,8000.0
batch_23,118101,13844,42.61423213252285,-75.6306264518665,small,100,65000.0,8000.0
batch_23,63600,12468,42.2924111579257,-74.38111232592837,small,100,65000.0,8000.0
batch_23,19000,10976,41.01603266660658,-73.92216364930215,small,100,65000.0,8000.0
batch_23,51202,12092,42.70654861185864,-74.36032535086768,small,100,65000.0,8000.0
batch_23,107671,13624,44.13427030040181,-76.06312872006856,small,100,65000.0,8000.0
batch_23,117800,13841,42.393103003124175,-75.82355613942782,small,100,65000.0,8000.0
batch_23,110101,13665,44.0619367911922,-75.49419892266441,small,100,65000.0,8000.0
batch_23,99725,13348,42.70373481723456,-75.06498291665093,small,100,65000.0,8000.0
batch_23,106652,13612,43.99500468753542,-75.80061656417635,small,100,65000.0,8000.0
batch_23,75200,12783,41.72524757722452,-74.8331925500276,small,100,65000.0,8000.0
batch_23,48638,12057,42.98814810510949,-73.34621348348846,small,100,65000.0,8000.0
batch_23,98902,13334,42.85482251113967,-75.6225689861965,small,100,65000.0,8000.0
batch_23,13601,10597,41.30745870002481,-73.59780017719977,small,100,65000.0,8000.0
batch_23,94401,13158,42.71543378135237,-76.02820091036176,small,100,65000.0,8000.0
batch_23,54100,12153,42.64510717352871,-73.50545762536353,small,100,65000.0,8000.0
batch_23,12941,10583,41.0023581866815,-73.79137710597487,small,100,65000.0,8000.0
batch_23,88844,13044,43.26488809114302,-75.99445640087092,small,100,65000.0,8000.0
batch_23,52602,12125,42.4777125345526,-73.37739461547935,small,100,65000.0,8000.0
batch_23,103641,13461,43.06097744833983,-75.59190246788664,small,100,65000.0,8000.0
batch_23,66201,12515,41.6698918675815,-74.06118414406102,small,100,65000.0,8000.0
batch_23,101406,13411,42.61245926153599,-75.35639981751335,small,100,65000.0,8000.0
batch_23,54400,12156,42.475627289670925,-73.74281764729032,small,100,65000.0,8000.0
batch_23,33613,11575,40.67073553953925,-73.59618460060896,large,400,115000.0,32000.0
batch_23,81665,12912,44.457908249772885,-73.69436442792203,small,100,65000.0,8000.0
batch_23,87401,13028,43.268736297229616,-75.94532618454554,small,100,65000.0,8000.0
batch_23,120802,14028,43.33118001992673,-78.714431778935,small,100,65000.0,8000.0
batch_23,51910,12116,42.52730677146872,-74.9122076526869,small,100,65000.0,8000.0
batch_23,65505,12498,42.02597637158071,-74.10347622638744,small,100,65000.0,8000.0
batch_23,123984,14080,42.6298518777867,-78.53448393628807,small,100,65000.0,8000.0
batch_23,50648,12083,42.40158019579671,-74.01278292300803,small,100,65000.0,8000.0
batch_23,83149,12935,44.92401533688463,-73.77957017426814,small,100,65000.0,8000.0
batch_23,63800,12470,42.29004739675696,-74.07602332540583,small,100,65000.0,8000.0
batch_23,97900,13322,42.97061522213141,-75.25481365831479,small,100,65000.0,8000.0
batch_23,54091,12151,42.916239052257424,-73.77703314838108,small,100,65000.0,8000.0
batch_23,49615,12067,42.564914674378414,-73.91696708203078,small,100,65000.0,8000.0
batch_23,4202,10162,40.7787856436628,-73.9466455102064,medium,200,95000.0,16000.0
batch_23,52848,12134,43.27111626461906,-74.23868122035499,small,100,65000.0,8000.0
batch_23,27177,11363,40.78035724044791,-73.75161694808644,small,100,65000.0,8000.0
batch_23,87201,13026,42.75055051322947,-76.68045117196564,small,100,65000.0,8000.0
batch_23,78402,12838,43.350534564478885,-73.40619598346736,small,100,65000.0,8000.0
batch_23,130727,14416,43.09334035323687,-77.96947916361474,small,100,65000.0,8000.0
batch_23,99555,13343,43.74212626789386,-75.3577536701924,small,100,65000.0,8000.0
batch_23,4496,10282,40.724935310161456,-74.0230909904564,small,100,65000.0,8000.0
batch_24,124902,14102,42.831670244474125,-78.55904030599392,small,100,65000.0,8000.0
batch_24,48801,12059,42.61503940852772,-74.05045955053158,small,100,65000.0,8000.0
batch_24,48702,12058,42.35935284301575,-73.90653146635051,small,100,65000.0,8000.0
batch_24,123500,14069,42.60003064679036,-78.64578925918414,small,100,65000.0,8000.0
batch_24,90802,13081,42.66699273681088,-76.63085466328987,small,100,65000.0,8000.0
batch_24,108500,13638,44.02051761021613,-75.75286154256025,small,100,65000.0,8000.0
batch_24,23542,11211,40.700114307728775,-73.94822148460962,large,400,115000.0,32000.0
batch_24,23556,11211,40.70097077676613,-73.94767715706662,large,400,115000.0,32000.0
batch_24,115547,13796,42.53671507363243,-75.13766012825273,small,100,65000.0,8000.0
batch_24,35147,11702,40.68651381826944,-73.32067326627715,medium,200,95000.0,16000.0
batch_24,51000,12087,42.42798545518655,-73.8150601082879,small,100,65000.0,8000.0
batch_24,49102,12062,42.528334847907736,-73.49665599962574,small,100,65000.0,8000.0
batch_24,86832,12996,44.35156667657189,-73.39002295412591,small,100,65000.0,8000.0
batch_24,93787,13145,43.66042826308505,-76.13331587004171,small,100,65000.0,8000.0
batch_24,20093,10992,41.41399013997387,-74.15142337136787,small,100,65000.0,8000.0
batch_24,100804,13402,42.88690393265416,-75.50076306853748,small,100,65000.0,8000.0
batch_24,86389,12986,44.24178119589844,-74.50004984799057,small,100,65000.0,8000.0
batch_24,74195,12764,41.58213923431402,-75.01838636637956,small,100,65000.0,8000.0
batch_24,48900,12060,42.43769788004446,-73.48725265458528,small,100,65000.0,8000.0
batch_24,8201,10501,41.29530037749132,-73.76419645130268,small,100,65000.0,8000.0
batch_24,104000,13470,43.170072235466016,-74.685598708007,small,100,65000.0,8000.0
batch_24,101001,13406,43.128899590688974,-74.91830833680574,small,100,65000.0,8000.0
batch_24,45700,12008,42.84829031261219,-73.89559844209795,small,100,65000.0,8000.0
batch_24,106401,13607,44.33933373709748,-75.92504513001441,small,100,65000.0,8000.0
batch_24,50301,12076,42.41804806019984,-74.39557677154215,small,100,65000.0,8000.0
batch_24,90101,13072,42.75694442748444,-75.73731828646318,small,100,65000.0,8000.0
batch_24,63902,12472,41.83947199709989,-74.07210696747003,small,100,65000.0,8000.0
batch_24,46920,12028,42.95068154510864,-73.45219122771641,small,100,65000.0,8000.0
batch_24,113900,13755,42.06862815105624,-75.00908569728233,small,100,65000.0,8000.0
batch_24,65401,12496,42.32144172428469,-74.26155416472237,small,100,65000.0,8000.0
batch_24,44700,11958,41.03698442772532,-72.46305795575648,small,100,65000.0,8000.0
batch_24,87000,12998,44.087032545396326,-73.5244577156574,small,100,65000.0,8000.0
batch_24,55702,12175,42.53917719003909,-74.54248232222817,small,100,65000.0,8000.0
batch_24,61302,12433,41.99686457226139,-74.15550783986129,small,100,65000.0,8000.0
batch_24,116201,13808,42.55700992805647,-75.2412688446142,small,100,65000.0,8000.0
batch_24,111485,13685,43.93330123941928,-76.09530790664459,small,100,65000.0,8000.0
batch_24,83800,12945,44.32812966404894,-74.23281499739171,small,100,65000.0,8000.0
batch_24,81810,12914,44.95754180244551,-74.59885098144824,small,100,65000.0,8000.0
batch_24,132602,14477,43.34309331849918,-78.14503247130695,small,100,65000.0,8000.0
batch_24,70090,12577,41.45807313351367,-74.12472266170242,small,100,65000.0,8000.0
batch_24,73229,12748,41.76858614015162,-74.92869105415781,small,100,65000.0,8000.0
batch_24,115200,13788,42.36408074328048,-74.66624073907948,small,100,65000.0,8000.0
batch_24,116174,13807,42.60652866470048,-74.96007270437985,small,100,65000.0,8000.0
batch_24,126364,14138,42.379583395404815,-79.04026617538115,small,100,65000.0,8000.0
batch_24,69984,12575,41.45007177722351,-74.17518863032736,small,100,65000.0,8000.0
batch_24,100717,13368,43.6339872920912,-75.34601360567414,small,100,65000.0,8000.0
batch_24,133089,14505,43.14675592481431,-77.17743060790274,small,100,65000.0,8000.0
batch_24,103901,13469,43.21974045139152,-75.29589568563824,small,100,65000.0,8000.0
batch_24,84100,12952,44.73156511830668,-73.91789894792788,small,100,65000.0,8000.0
batch_24,93902,13147,42.77023979387334,-76.59027938220589,small,100,65000.0,8000.0
batch_24,104902,13486,43.33596235677008,-75.3071143902464,small,100,65000.0,8000.0
batch_24,60233,12414,42.235166704034725,-73.90718600192106,medium,200,95000.0,16000.0
batch_24,74900,12778,41.66695465985584,-74.82132092468534,small,100,65000.0,8000.0
batch_24,114197,13757,42.414466040962594,-74.88896943403675,small,100,65000.0,8000.0
batch_24,121502,14037,42.81747728960924,-78.43818366711947,small,100,65000.0,8000.0
batch_24,108001,13633,44.50005582513853,-75.47894297613685,small,100,65000.0,8000.0
batch_24,136702,14740,42.2091720722881,-79.16654103719395,small,100,65000.0,8000.0
batch_24,59701,12409,42.03403437892906,-74.15039408380204,small,100,65000.0,8000.0
batch_24,125714,14127,42.755681971369775,-78.74527276242938,small,100,65000.0,8000.0
batch_24,64785,12485,42.20509515196422,-74.14190829261616,small,100,65000.0,8000.0
batch_24,83482,12941,44.382846462576445,-73.7318975354458,small,100,65000.0,8000.0
batch_24,86502,12989,44.457343746430055,-74.06078632476658,small,100,65000.0,8000.0
batch_24,93301,13141,42.78854614228135,-76.22306519876724,small,100,65000.0,8000.0
batch_24,64000,12473,42.25864733138728,-74.05106746724434,small,100,65000.0,8000.0
batch_24,93100,13136,42.5901768624862,-75.85139719359641,small,100,65000.0,8000.0
batch_24,104702,13483,43.41620090431244,-75.82056604572834,small,100,65000.0,8000.0
batch_24,60425,12419,41.837065020528414,-74.10485482144281,small,100,65000.0,8000.0
batch_24,74681,12775,41.60909848893125,-74.57913835652053,small,100,65000.0,8000.0
batch_24,107028,13617,44.602230390703326,-75.16839307217953,small,100,65000.0,8000.0
batch_24,122402,14055,42.54450855862213,-78.60906575077807,small,100,65000.0,8000.0
batch_24,74202,12765,41.85349966925635,-74.61152150830915,small,100,65000.0,8000.0
batch_24,62492,12451,42.31055480639958,-73.95492376537307,small,100,65000.0,8000.0
batch_24,63105,12461,41.86760185434424,-74.28174650919998,small,100,65000.0,8000.0
batch_24,76701,12815,43.70443182958976,-73.71349672087103,small,100,65000.0,8000.0
batch_24,94589,13159,42.81592883570796,-76.14813989000446,small,100,65000.0,8000.0
batch_24,84476,12956,44.09724338245984,-73.53161316573791,small,100,65000.0,8000.0
batch_24,51329,12093,42.50986515263173,-74.61299917171547,small,100,65000.0,8000.0
batch_24,136401,14729,42.39632531265469,-78.7477591638502,small,100,65000.0,8000.0
batch_24,124139,14082,42.67032935391656,-78.4013366951353,small,100,65000.0,8000.0
batch_24,76278,12804,43.32059768511388,-73.69080002283397,small,100,65000.0,8000.0
batch_24,103202,13454,43.15627905563725,-74.78771170135828,small,100,65000.0,8000.0
batch_24,113600,13752,42.28412523421992,-75.10451466983697,small,100,65000.0,8000.0
batch_24,121620,14040,42.88499191434692,-78.3797059109788,small,100,65000.0,8000.0
batch_24,47902,12046,42.478323522266514,-73.913501972481,small,100,65000.0,8000.0
batch_24,76502,12810,43.49152098475139,-73.88269590163026,small,100,65000.0,8000.0
batch_24,77301,12823,43.18726800318546,-73.42766849160977,small,100,65000.0,8000.0
batch_24,55400,12169,42.58420161987485,-73.41581985305234,small,100,65000.0,8000.0
batch_24,80702,12873,43.11635840414424,-73.3167208456074,small,100,65000.0,8000.0
batch_24,113530,13751,42.44091515603293,-74.89339989783502,small,100,65000.0,8000.0
batch_24,16665,10924,41.385024192612136,-74.33551540046109,small,100,65000.0,8000.0
batch_24,53476,12143,42.48491235773277,-73.82888266347922,small,100,65000.0,8000.0
batch_24,100302,13361,42.91692433157477,-74.95126732583664,small,100,65000.0,8000.0
batch_24,53902,12150,42.8773248866772,-74.04247596369191,small,100,65000.0,8000.0
batch_24,66301,12516,42.10600887510076,-73.55043766743705,small,100,65000.0,8000.0
batch_24,77400,12824,43.52356468188932,-73.70964777686244,small,100,65000.0,8000.0
batch_24,8784,10507,41.22615869329723,-73.70049846883913,small,100,65000.0,8000.0
batch_24,120701,14026,42.933331668608254,-78.68556000319967,small,100,65000.0,8000.0
batch_24,90061,13071,42.6651662335989,-76.53552895418343,small,100,65000.0,8000.0
batch_24,62810,12457,42.04724450659342,-74.23865338508001,small,100,65000.0,8000.0
batch_24,85900,12980,44.665525810422345,-74.52370842475858,small,100,65000.0,8000.0
batch_24,126770,14145,42.73476416530115,-78.43789888163093,small,100,65000.0,8000.0
batch_25,84829,12960,44.03441577962735,-73.49973684892137,small,100,65000.0,8000.0
batch_25,117302,13832,42.63934856641684,-75.62395722940795,small,100,65000.0,8000.0
batch_25,89500,13061,42.85674967860057,-75.75416414155241,small,100,65000.0,8000.0
batch_25,62501,12454,42.30734307882896,-74.15704271743714,small,100,65000.0,8000.0
batch_25,106800,13614,44.55434080599704,-75.67377734687403,small,100,65000.0,8000.0
batch_25,73000,12746,41.409666524666186,-74.6262959272511,small,100,65000.0,8000.0
batch_25,114002,13756,42.0023358289494,-75.12101298680349,small,100,65000.0,8000.0
batch_25,125400,14113,42.670658678045605,-78.34781514366593,small,100,65000.0,8000.0
batch_25,96772,13303,43.33486839292236,-75.44212483443818,small,100,65000.0,8000.0
batch_25,18902,10975,41.24437561444545,-74.1747316447627,small,100,65000.0,8000.0
batch_25,64101,12474,42.29296494828741,-74.55989712533875,small,100,65000.0,8000.0
batch_25,46569,12022,42.6993742923847,-73.3784639645151,small,100,65000.0,8000.0
batch_25,80102,12861,43.7526699415622,-73.41728395033167,small,100,65000.0,8000.0
batch_25,119763,14005,42.92422707028072,-78.25355077799281,small,100,65000.0,8000.0
batch_25,43201,11939,41.12687215754406,-72.34027310460604,small,100,65000.0,8000.0
batch_25,111201,13682,43.86170812030714,-75.8662006991767,small,100,65000.0,8000.0
batch_25,71753,12723,41.75902727988273,-75.06594798400293,small,100,65000.0,8000.0
batch_25,67358,12528,41.70764311408926,-73.99576704457874,small,100,65000.0,8000.0
batch_25,43079,11935,41.004410033506126,-72.4887725474619,small,100,65000.0,8000.0
batch_25,57225,12197,42.59525602221475,-74.72401620638901,small,100,65000.0,8000.0
batch_25,65802,12503,42.03427012667245,-73.57764720505747,small,100,65000.0,8000.0
batch_25,65202,12494,41.97608772991426,-74.27748192535567,small,100,65000.0,8000.0
batch_25,80000,12860,43.73805211610078,-73.82532137223235,small,100,65000.0,8000.0
batch_25,4719,10303,40.62112822222346,-74.16651758426646,large,400,115000.0,32000.0
batch_25,86900,12997,44.3696474369543,-73.84526613176759,small,100,65000.0,8000.0
batch_25,112301,13731,42.1592603962264,-74.79238249854602,small,100,65000.0,8000.0
batch_25,92602,13122,42.83625063564399,-75.87135736916835,small,100,65000.0,8000.0
batch_25,63000,12460,42.40647620761784,-74.15658232157018,small,100,65000.0,8000.0
batch_25,75739,12790,41.5973689814581,-74.51298694190898,small,100,65000.0,8000.0
batch_25,108991,13648,44.151607928762914,-75.32602867368455,small,100,65000.0,8000.0
batch_25,63593,12466,41.88524343571578,-73.96735619783479,small,100,65000.0,8000.0
batch_25,9401,10518,41.26824933849721,-73.60931399952018,small,100,65000.0,8000.0
batch_25,108301,13636,43.75188074199479,-76.12403128959888,small,100,65000.0,8000.0
batch_25,56902,12192,42.40979274409594,-73.82764084031933,small,100,65000.0,8000.0
batch_25,11329,10548,41.24137644214656,-73.95391774016568,small,100,65000.0,8000.0
batch_25,63225,12463,42.18170050357402,-74.02130696200966,small,100,65000.0,8000.0
batch_25,115896,13802,42.26251417373616,-76.04102463478532,small,100,65000.0,8000.0
batch_25,74302,12766,41.815775622928456,-74.97665761505498,small,100,65000.0,8000.0
batch_25,70387,12581,41.89503502179887,-73.68633813674661,small,100,65000.0,8000.0
batch_25,97202,13314,42.81089382462312,-75.32390405795026,small,100,65000.0,8000.0
batch_25,79802,12857,43.78969061182364,-73.92830249439427,small,100,65000.0,8000.0
batch_25,74800,12777,41.56300022168041,-74.72334108305935,small,100,65000.0,8000.0
batch_25,68093,12542,41.59563474528573,-73.98232374850973,small,100,65000.0,8000.0
batch_25,56422,12186,42.6529912071528,-73.9496769073393,small,100,65000.0,8000.0
batch_25,47302,12035,42.736182246600784,-74.34290244702629,small,100,65000.0,8000.0
batch_25,47402,12036,42.52999786279182,-74.67462861824599,small,100,65000.0,8000.0
batch_25,132701,14478,42.57490682033613,-77.11657458443099,small,100,65000.0,8000.0
batch_25,111760,13691,44.20181719374053,-75.81129328176154,small,100,65000.0,8000.0
batch_25,47101,12032,43.182961628763344,-74.51370922740252,small,100,65000.0,8000.0
batch_25,106396,13606,43.87307440279199,-75.99868800999126,small,100,65000.0,8000.0
batch_25,54866,12160,42.7500229750434,-74.35598785080165,small,100,65000.0,8000.0
batch_25,79400,12851,43.78467700859226,-73.97794642017608,small,100,65000.0,8000.0
batch_25,109602,13659,43.76229169083414,-75.91321456168447,small,100,65000.0,8000.0
batch_25,118602,13861,42.50211356450311,-75.13466342232557,small,100,65000.0,8000.0
batch_25,137324,14805,42.34131117117241,-76.73519070386476,small,100,65000.0,8000.0
batch_25,79100,12847,43.94199501469984,-74.45625891836282,small,100,65000.0,8000.0
batch_25,129846,14226,42.98131288577187,-78.78515520207407,small,100,65000.0,8000.0
batch_25,59900,12411,41.87618687907087,-74.0336410982772,small,100,65000.0,8000.0
batch_25,86148,12983,44.3150116268795,-74.12824040082803,small,100,65000.0,8000.0
batch_25,94294,13155,42.67146626064734,-75.75721070705691,small,100,65000.0,8000.0
batch_25,111502,13687,44.49895888891243,-74.86946333756258,small,100,65000.0,8000.0
batch_25,118885,13863,42.46031630309055,-75.89631242718056,small,100,65000.0,8000.0
batch_25,85002,12965,44.70516003592712,-74.67474882258345,small,100,65000.0,8000.0
batch_25,36827,11724,40.85154580226138,-73.43563609621629,small,100,65000.0,8000.0
batch_25,110502,13670,44.19504490365154,-75.058568736742,small,100,65000.0,8000.0
batch_25,97102,13310,42.89779182853381,-75.56086273755638,small,100,65000.0,8000.0
batch_25,100622,13367,43.78190462435715,-75.40566596742879,small,100,65000.0,8000.0
batch_25,103000,13450,42.70326271809319,-74.7933741130647,small,100,65000.0,8000.0
batch_25,97306,13315,42.75983971074204,-75.15951484617037,small,100,65000.0,8000.0
batch_25,64301,12480,42.14577443207716,-74.37745753481545,small,100,65000.0,8000.0
batch_25,103802,13468,42.83524380544084,-74.84964427266004,small,100,65000.0,8000.0
batch_25,55597,12170,43.0110882388271,-73.67084465771846,small,100,65000.0,8000.0
batch_25,60302,12418,42.365652907641696,-74.15413929258656,small,100,65000.0,8000.0
batch_25,49200,12063,42.56989356415996,-73.624758857201,small,100,65000.0,8000.0
batch_25,47002,12029,42.41038760696362,-73.41868542902084,small,100,65000.0,8000.0
batch_25,105102,13489,43.45808388895252,-75.5131267312496,small,100,65000.0,8000.0
batch_25,99101,13337,42.72610273347388,-74.99606135804395,small,100,65000.0,8000.0
batch_25,61802,12442,42.23266018514792,-74.25041881065121,small,100,65000.0,8000.0
batch_25,61500,12435,41.718631777968085,-74.5160016417656,small,100,65000.0,8000.0
batch_25,134560,14569,42.73477076199237,-78.15254727744865,small,100,65000.0,8000.0
batch_25,101272,13408,42.91930117664649,-75.6553372381151,small,100,65000.0,8000.0
batch_25,64400,12481,41.96976173412242,-74.21776323289329,small,100,65000.0,8000.0
batch_25,72599,12738,41.6448221758559,-74.57449604934261,small,100,65000.0,8000.0
batch_25,66751,12521,42.18500302557979,-73.66492869216685,small,100,65000.0,8000.0
batch_25,18169,10963,41.49148706101639,-74.53799894523108,small,100,65000.0,8000.0
batch_25,52525,12123,42.5364755095249,-73.62078091552904,small,100,65000.0,8000.0
batch_25,66401,12517,42.133922903259815,-73.51416086192918,small,100,65000.0,8000.0
batch_25,85683,12974,44.05647672038853,-73.46455972574847,small,100,65000.0,8000.0
batch_25,114500,13777,42.263067754629205,-75.98632184433096,small,100,65000.0,8000.0
batch_25,63700,12469,42.45834974964393,-74.2434619586382,small,100,65000.0,8000.0
batch_25,49901,12071,42.59166716493896,-74.44462798253424,small,100,65000.0,8000.0
batch_25,74402,12768,41.84414212404011,-74.7410974653455,small,100,65000.0,8000.0
batch_25,118201,13846,42.36436854264662,-75.06692752992652,small,100,65000.0,8000.0
batch_25,53602,12147,42.508745607196566,-74.14753563287147,small,100,65000.0,8000.0
batch_25,82571,12923,44.9524784247801,-73.9413184125416,small,100,65000.0,8000.0
batch_25,80583,12870,43.84851758957528,-73.77707906567748,small,100,65000.0,8000.0
batch_25,52279,12120,42.44518055322532,-74.14062364397779,small,100,65000.0,8000.0
batch_25,112862,13739,42.36191679515929,-74.81305144149567,small,100,65000.0,8000.0
batch_25,102502,13437,43.55809776802399,-75.82156472429108,small,100,65000.0,8000.0
batch_25,91893,13108,42.972807038402,-76.32438068596623,small,100,65000.0,8000.0
batch_26,79502,12852,43.95366840192953,-74.12559715723073,small,100,65000.0,8000.0
batch_26,77002,12819,43.6372271735808,-73.43069318906271,small,100,65000.0,8000.0
batch_26,78679,12842,43.75128851916537,-74.28635859545437,small,100,65000.0,8000.0
batch_26,108600,13640,44.3121524238625,-76.00955849427552,small,100,65000.0,8000.0
batch_26,116002,13804,42.20659664444491,-75.37276459439425,small,100,65000.0,8000.0
batch_26,55802,12176,42.39059176041674,-73.95389435278503,small,100,65000.0,8000.0
batch_26,70187,12578,41.79503992340853,-73.79389469283412,small,100,65000.0,8000.0
batch_26,116431,13810,42.59789791630446,-75.11763609124212,small,100,65000.0,8000.0
batch_26,47701,12042,42.36186190465823,-73.8538224954034,small,100,65000.0,8000.0
batch_26,110002,13664,44.582386261000416,-75.65508883553743,small,100,65000.0,8000.0
batch_26,122802,14060,42.42830277284438,-78.35286107713426,small,100,65000.0,8000.0
batch_26,60000,12412,42.00563468129168,-74.26952777893658,small,100,65000.0,8000.0
batch_26,54363,12155,42.59894727006235,-74.81991396858675,small,100,65000.0,8000.0
batch_26,79056,12846,43.3072370507082,-73.81311360564595,small,100,65000.0,8000.0
batch_26,49301,12064,42.63208653562452,-74.67239547400955,small,100,65000.0,8000.0
batch_26,91600,13103,43.32281325151312,-76.11358017232894,small,100,65000.0,8000.0
batch_26,72150,12732,41.5409370229677,-74.88828797292591,small,100,65000.0,8000.0
batch_26,79702,12855,43.99024115675196,-73.7021361881099,small,100,65000.0,8000.0
batch_26,84301,12955,44.81059503470025,-73.97921151472215,small,100,65000.0,8000.0
batch_26,105603,13494,43.53381957340227,-75.13779304520882,small,100,65000.0,8000.0
batch_26,55002,12165,42.30862006260835,-73.49678725623579,small,100,65000.0,8000.0
batch_26,67730,12534,42.23839825309558,-73.74967094488395,small,100,65000.0,8000.0
batch_26,9397,10516,41.45018691672459,-73.92386818923656,small,100,65000.0,8000.0
batch_26,85702,12978,44.61035639583335,-73.80975622476551,small,100,65000.0,8000.0
batch_26,75808,12791,41.81276181429424,-74.89765432916076,small,100,65000.0,8000.0
batch_26,53201,12139,43.445863701886616,-74.52585550120035,small,100,65000.0,8000.0
batch_26,54900,12164,43.49871421055145,-74.36960134268675,small,100,65000.0,8000.0
batch_26,89890,13068,42.48992751157365,-76.36459365340293,small,100,65000.0,8000.0
batch_26,115002,13786,42.4453164705596,-74.69066556765624,small,100,65000.0,8000.0
batch_26,68930,12561,41.73875950353359,-74.11768634062594,small,100,65000.0,8000.0
batch_26,36495,11719,40.77978493697771,-72.8825499949308,small,100,65000.0,8000.0
batch_26,67058,12524,41.54660053402386,-73.90743256185898,small,100,65000.0,8000.0
batch_26,74001,12763,41.69078607666818,-74.54090184492544,small,100,65000.0,8000.0
batch_26,63401,12465,42.137342309626725,-74.47374402209148,small,100,65000.0,8000.0
batch_26,78801,12844,43.4792086618804,-73.62939473331537,small,100,65000.0,8000.0
batch_26,85400,12970,44.44863849778325,-74.26779648985408,small,100,65000.0,8000.0
batch_26,92363,13116,43.06772809031455,-76.00084898268366,small,100,65000.0,8000.0
batch_26,133714,14536,42.56422379307622,-78.07817593796271,small,100,65000.0,8000.0
batch_26,61600,12439,42.28632930174163,-74.22324166639117,small,100,65000.0,8000.0
batch_26,59602,12407,42.30162533301558,-74.3364661032263,small,100,65000.0,8000.0
batch_26,73800,12760,41.86245798035939,-75.10336609308696,small,100,65000.0,8000.0
batch_26,51701,12108,43.67193613900555,-74.44824342305603,small,100,65000.0,8000.0
batch_26,85301,12969,44.72804947520037,-74.12831491262445,small,100,65000.0,8000.0
batch_26,100200,13360,43.74307821526739,-74.7787238275243,small,100,65000.0,8000.0
batch_26,72900,12743,41.53516202144677,-74.85500797570595,small,100,65000.0,8000.0
batch_26,72702,12741,41.834030984287104,-75.06330949412346,small,100,65000.0,8000.0
batch_26,53390,12140,42.7017205389438,-73.55689904503748,small,100,65000.0,8000.0
batch_26,77183,12821,43.46559515227958,-73.41235826625838,small,100,65000.0,8000.0
batch_26,60802,12424,42.24305368967552,-74.14299008826659,small,100,65000.0,8000.0
batch_26,10206,10530,41.01193402996814,-73.81712893488465,medium,200,95000.0,16000.0
batch_26,46101,12017,42.31894476397012,-73.453770763742,small,100,65000.0,8000.0
batch_26,78200,12836,43.745123814046885,-73.53188295561372,small,100,65000.0,8000.0
batch_26,56859,12190,43.39129249262834,-74.29769223565786,small,100,65000.0,8000.0
batch_26,54202,12154,42.92251396161746,-73.62352377150036,small,100,65000.0,8000.0
batch_26,132927,14486,42.88591065426244,-77.92930616893084,small,100,65000.0,8000.0
batch_26,126100,14134,42.52362086883578,-78.52013273704114,small,100,65000.0,8000.0
batch_26,60502,12421,42.25913092565622,-74.54050576907532,small,100,65000.0,8000.0
batch_26,136601,14736,42.12249301525142,-79.7328815249947,small,100,65000.0,8000.0
batch_26,110784,13673,44.16799492376869,-75.70024934907597,small,100,65000.0,8000.0
batch_26,13266,10590,41.26301740636366,-73.53247866620299,small,100,65000.0,8000.0
batch_26,12731,10579,41.38120428219128,-73.84081518465617,small,100,65000.0,8000.0
batch_26,133403,14525,42.90054244928803,-78.01837958818132,small,100,65000.0,8000.0
batch_26,72466,12737,41.49182838559664,-74.79050094423087,small,100,65000.0,8000.0
batch_26,64500,12482,42.27133635661517,-73.96402808516551,small,100,65000.0,8000.0
batch_26,73400,12752,41.67544824646984,-74.98943955625744,small,100,65000.0,8000.0
batch_26,81100,12886,43.6241394580372,-73.93126425042523,small,100,65000.0,8000.0
batch_26,86402,12987,44.32663556206781,-73.78329390130355,small,100,65000.0,8000.0
batch_26,47600,12041,42.57264398057598,-73.95734383119354,small,100,65000.0,8000.0
